"","trial","N.pop","skew","lb.tdist","ub.tdist","cover.tdist","width.tdist","lb.bca.exp","ub.bca.exp","cover.bca.exp","width.bca.exp","median.posterior.mu","lb.bayes.sdprior20","ub.bayes.sdprior20","width.bayes.sdprior20","cover.bayes.sdprior20","median.posterior.sig","median.posterior.gam"
"229",29,10,0.5,61.0670604978931,77.1917784747649,1,16.1247179768718,60.084839866733,76.7594153280879,1,16.6745754613549,71.1614494218336,60.9784597381736,81.9797133274636,21.00125358929,1,16.8829136202558,0.310216866845297
"230",30,10,0.5,61.4303198955268,80.0945811264666,1,18.6642612309398,61.8694851073382,80.9140882940073,1,19.0446031866691,71.5486681995997,63.8297391986372,78.1792184330108,14.3494792343736,1,13.6092800114319,0.396180209384471
"231",31,10,0.5,57.4034339943311,74.4936226829151,1,17.090188688584,56.6097711430658,73.5406786452402,1,16.9309075021744,70.3545712329191,64.2586421887771,76.9069449439788,12.6483027552017,1,11.4320784938934,0.365908005123159
"232",32,10,0.5,55.8866962003745,73.1191865521111,1,17.2324903517366,58.6045383718252,79.1847611142875,1,20.5802227424623,70.9894765473435,63.0519349852465,81.2630041461729,18.2110691609264,1,15.7426714767339,0.300962577818183
"233",33,10,0.5,58.7540758393255,69.3524085822633,1,10.5983327429378,59.5496418954879,70.2302334015785,1,10.6805915060906,69.7165609923706,63.4326014309163,78.2971234622645,14.8645220313482,1,11.0747800445125,0.420885916044162
"234",34,10,0.5,62.0844185316856,79.9274581241768,1,17.8430395924912,61.0942384788453,79.2619418607297,1,18.1677033818844,70.5428455290357,63.8798927248404,78.3381533028159,14.4582605779755,1,12.3470772778721,0.416801022809964
"235",35,10,0.5,66.1872103938395,81.9757754956561,1,15.7885651018166,65.4087730992882,81.4752807725595,1,16.0665076732712,70.0777573950322,63.7115327617135,77.279670179943,13.5681374182295,1,12.5270864695861,0.478234030896602
"236",36,10,0.5,58.1181547519389,74.9157285972786,1,16.7975738453397,57.7961118959366,75.4370468422442,1,17.6409349463076,70.2123516049754,62.2321988552915,79.2089359659732,16.9767371106817,1,14.0387451278423,0.417318279641452
"237",37,10,0.5,59.9372761876126,75.0064220243427,1,15.0691458367301,61.2421128326506,76.0214020836921,1,14.7792892510416,70.6734957845462,62.6342442920541,78.4434671688419,15.8092228767877,1,14.553773651612,0.336254757898111
"238",38,10,0.5,53.8713784889807,75.7928627360554,1,21.9214842470747,56.0788623156409,80.0253508029459,1,23.946488487305,71.1924132808212,62.6238115543209,81.3472354910276,18.7234239367067,1,14.1231993879173,0.66573711572888
"239",39,10,0.5,61.1603501953522,73.0853886203007,1,11.9250384249485,61.6620953972863,73.4977155174017,1,11.8356201201154,70.4016285177085,62.2030881767569,79.1310650424265,16.9279768656696,1,13.6321149711706,0.461208015672481
"240",40,10,0.5,64.652894156436,83.1377205782845,1,18.4848264218484,61.2997611890537,81.5400518612983,1,20.2402906722446,70.6693630255519,61.8758659000408,79.5438026945201,17.6679367944793,1,13.1121071995465,0.62794533004132
"241",41,10,0.5,59.1334874453422,72.8460938659711,1,13.7126064206288,60.6735875526886,74.5654854416322,1,13.8918978889436,69.6911119490366,64.0951953556201,76.055611847231,11.9604164916109,1,10.9519760183424,0.554301224777041
"242",42,10,0.5,60.5324520664506,79.1251602708675,1,18.5927082044169,62.2330366172616,82.0263387686214,1,19.7933021513598,70.2796661858557,61.2284369326363,80.8288859452731,19.6004490126368,1,15.2194710592848,0.287457596496933
"243",43,10,0.5,58.1903453428701,77.3301394188922,1,19.1397940760221,59.9878457366185,80.5207321598808,1,20.5328864232623,71.3491846238025,61.7950343378507,81.3698084041255,19.5747740662748,1,16.1083025464611,0.255905697565136
"244",44,10,0.5,59.328077310455,74.9738066842842,1,15.6457293738292,57.36693411172,72.9592160459625,1,15.5922819342425,71.3091475137608,63.366695137769,80.6618804492539,17.295185311485,1,13.8169320806796,0.603891229834476
"245",45,10,0.5,57.2610918231302,73.2094643944141,1,15.9483725712839,58.178776184857,74.7292028671345,1,16.5504266822775,70.2901246134197,61.9465723917785,78.1080138639792,16.1614414722007,1,12.9102147508319,0.383999242505582
"246",46,10,0.5,62.0614627626046,77.5674897158442,1,15.5060269532396,61.2189812010017,76.3679031726731,1,15.1489219716714,70.5913236135466,60.2249406782241,85.4594085460455,25.2344678678213,1,13.7006153873464,0.330280066886703
"247",47,10,0.5,57.9613120523073,82.7203656985718,1,24.7590536462645,58.073934830318,83.2652430038663,1,25.1913081735483,70.089569724747,61.9638540630048,76.9065855055888,14.9427314425839,1,12.2515051151978,0.431298549560116
"248",48,10,0.5,57.1268527135949,82.7844808859167,1,25.6576281723218,57.9924739758224,82.843884283337,1,24.8514103075146,71.0179473409065,61.6806481142835,79.0833201445347,17.4026720302512,1,13.9746396933304,0.522363835983754
"249",49,10,0.5,57.6371174092745,75.2695632483488,1,17.6324458390743,58.8445556352738,76.6250020012123,1,17.7804463659385,70.0483304307361,62.8805044959686,77.8423877989101,14.9618833029415,1,11.5580661275769,0.512831120435387
"250",50,10,0.5,53.1884981367451,69.5659096978245,1,16.3774115610794,55.5753243272179,74.3626073756607,1,18.7872830484428,69.9055729391775,63.4471524736678,76.9056640763585,13.4585116026907,1,11.7445323751314,0.483158740484927
"251",51,10,0.5,57.1680047259125,76.1012156848752,1,18.9332109589627,58.6829254778718,78.3657036311876,1,19.6827781533158,70.5663834414326,63.2646829264691,80.2015878006839,16.9369048742148,1,12.1077015863865,0.284423241972253
"252",52,10,0.5,60.0172947864594,77.0431559425683,1,17.0258611561089,61.315587227991,78.590375882283,1,17.274788654292,70.0392875757928,61.8657756787481,83.3442929871261,21.478517308378,1,12.6181853635641,0.467993675269312
"253",53,10,0.5,64.9515740550996,86.52372108088,1,21.5721470257804,65.2024483604158,86.5064168245017,1,21.3039684640859,69.1674374266221,62.9892558002903,75.6179223617073,12.6286665614171,1,10.4304129281786,0.598671903985486
"254",54,10,0.5,57.4413108638552,73.9542360396099,1,16.5129251757547,57.2822873805374,73.8234515361092,1,16.5411641555718,69.4206662531747,62.9705946447699,76.7007981362041,13.7302034914341,1,11.5290527364746,0.603792151957107
"255",55,10,0.5,55.8320619563381,76.351144558412,1,20.519082602074,57.0201095351144,77.5620046185417,1,20.5418950834273,70.3154834483394,63.3567383416506,77.7477532041949,14.3910148625442,1,12.2535163660426,0.526160189510733
"256",56,10,0.5,60.5488718717987,75.8296490200694,1,15.2807771482707,60.075768256094,74.6525894599936,1,14.5768212038997,70.3720530551266,63.2948792451379,80.2017139783224,16.9068347331844,1,11.4477714643447,0.44370831760961
"257",57,10,0.5,53.9363781878674,75.0554938884206,1,21.1191157005532,54.5164530518299,76.2269787484489,1,21.7105256966189,69.4982903912472,62.9992929927293,75.8488297130555,12.8495367203262,1,11.0547040245398,0.603569967094341
"258",58,10,0.5,64.8170793145035,73.6612748378664,1,8.84419552336288,64.88239241621,73.2960071909819,1,8.41361477477184,70.037763694815,62.4836960868461,78.8175875236776,16.3338914368315,1,11.70096018349,0.39391910152751
"259",59,10,0.5,62.2169494020797,72.276620590443,1,10.0596711883632,62.4950714939739,72.6636030252679,1,10.168531531294,70.6120778607327,63.7568069145335,78.7163061703503,14.9594992558169,1,13.4068318730894,0.598024664744202
"260",60,10,0.5,55.6245224903629,73.041274979203,1,17.41675248884,56.5552524183309,74.8726660192162,1,18.3174136008853,69.697664898233,62.5531360089106,77.9445788518748,15.3914428429642,1,11.9928522636525,0.479372879126319
"261",61,10,0.5,58.488046492594,73.1429617882129,1,14.6549152956189,58.1236080689847,72.7254116971067,1,14.6018036281219,71.2458636256811,62.1964166455881,80.0419746958529,17.8455580502649,1,14.4553066300213,0.170522677828018
"262",62,10,0.5,56.6102476685607,73.4995371426773,1,16.8892894741166,57.6594897352795,73.7835587233851,1,16.1240689881057,70.0457059709393,63.679826852356,77.3392983424487,13.6594714900927,1,11.9412111866324,0.49452274210871
"263",63,10,0.5,53.7111962005233,66.908585789896,0,13.1973895893727,52.1955497427339,66.0208024502037,0,13.8252527074698,69.7724769761645,63.8327886607299,76.8787859589301,13.0459972982002,1,11.2633262322072,0.579346078424733
"264",64,10,0.5,62.7500212005709,79.1618558537537,1,16.4118346531829,62.0500236444924,79.1067279692508,1,17.0567043247583,71.5056878821544,61.2917823119148,84.8913800096283,23.5995976977134,1,20.2845207332727,0.422649031094962
"265",65,10,0.5,63.595998976316,81.3384806066344,1,17.7424816303184,62.8282807560924,80.5334781985126,1,17.7051974424202,70.5437541940229,63.7780503696067,77.6046471712516,13.8265968016449,1,12.2571997722134,0.526200087231274
"266",66,10,0.5,63.9467648836625,82.2845070653706,1,18.3377421817081,59.9068992077734,80.2999062718357,1,20.3930070640624,70.6956407299036,64.1540587369696,78.3801906115075,14.2261318745379,1,12.6093095750114,0.566062659104559
"267",67,10,0.5,59.6594313164219,69.4750698607953,1,9.81563854437346,60.3996808129783,69.7219431483758,1,9.32226233539746,72.4100935758632,61.2695069890232,81.3644457223952,20.094938733372,1,18.002399398461,0.461044293471181
"268",68,10,0.5,61.6702624379771,76.7226712275264,1,15.0524087895492,61.2835208450736,75.8330185483723,1,14.5494977032987,70.6656420167614,63.0089303720871,78.5349698123597,15.5260394402726,1,13.7901018276485,0.545139903856925
"269",69,10,0.5,58.28322848144,76.9154625755965,1,18.6322340941565,60.6335466804796,78.3027116442707,1,17.6691649637911,74.1628020081573,59.9755888730343,86.6962476785834,26.7206588055491,1,21.5891585058641,0.469425839749526
"270",70,10,0.5,62.318685353923,78.6141820105103,1,16.2954966565873,61.7673159874013,78.1419246546677,1,16.3746086672665,70.1771035856881,62.7143558292726,77.3939117388602,14.6795559095876,1,12.8438255867416,0.473850268864036
"271",71,10,0.5,53.1673645655811,71.7589864381893,1,18.5916218726082,53.2321444213365,72.7162623317496,1,19.4841179104131,70.3270451953543,62.2006261783171,78.2836167183446,16.0829905400275,1,12.8528891757177,0.393498857275797
"272",72,10,0.5,54.0530877811572,70.172516585511,1,16.1194288043539,54.0162954984378,70.5076417767425,1,16.4913462783047,70.0079458214858,62.6986289954228,78.2016015752305,15.5029725798076,1,12.2866483384917,0.401068542000264
"273",73,10,0.5,63.4105012696517,83.085236899718,1,19.6747356300663,65.0123301492455,84.7714432464331,1,19.7591130971876,69.9242100209819,62.2472187640723,77.8530389593331,15.6058201952609,1,12.4458215315478,0.480354477741945
"274",74,10,0.5,56.4674446338409,76.4483973101483,1,19.9809526763074,56.8692606513868,76.6333898256594,1,19.7641291742727,69.6096364422983,63.4631541279149,76.7551926373588,13.2920385094439,1,10.8797425320659,0.468875306812744
"275",75,10,0.5,64.8643975674461,82.1182197410257,1,17.2538221735796,65.5747471930783,81.6457465441112,1,16.0709993510329,70.2021289506391,63.2292684247873,77.3497709807344,14.1205025559471,1,11.794835907678,0.492545736621652
"276",76,10,0.5,53.005691973039,67.457420322219,0,14.45172834918,53.2852897011668,67.1884999482024,0,13.9032102470356,70.5701237390611,61.6854553760867,78.8612539228285,17.1757985467418,1,13.4157658743068,0.366003130276522
"277",77,10,0.5,59.129545878097,70.0136589708966,1,10.8841130927996,58.4739348411879,69.4237372187731,1,10.9498023775852,70.6411100608316,64.0832170708603,77.5721184400539,13.4889013691936,1,13.1757801384086,0.531721026126783
"278",78,10,0.5,59.155501973018,74.1177058043928,1,14.9622038313748,55.1830969895631,72.6018080272338,1,17.4187110376707,69.3868321152469,62.9703410847723,78.2588781917812,15.2885371070089,1,10.0450640819239,0.52057865687018
"279",79,10,0.5,58.5016353821059,78.2302515575162,1,19.7286161754103,59.3798196911056,78.7098170028037,1,19.3299973116981,70.7235853874251,62.2170497672842,79.7076891662586,17.4906393989745,1,14.5342561859329,0.359078350391394
