,trial,mean1,mean2,median.sampsmu1,lb.mu1,ub.mu1,width.mu1,cover.mu1,median.samps.mu2,lb.mu2,ub.mu2,width.mu2,cover.mu2,perc.correct,lb.tdist,ub.tdist,width.tdist,cover.tdist.mean1,cover.tdist.mean2,lb.bca.exp,ub.bca.exp,width.bca.exp,cover.bca.exp.mean1,cover.bca.exp.mean2,muprior1,muprior2
118,18,40,70,42.32813349,35.41677871,49.36465915,13.94788044,1,80.08757752,73.67687409,87.16825257,13.49137848,0,0.8,63.20453068,77.30313025,14.09859957,0,1,61.5008815,76.06286448,14.56198298,0,1,40,90
119,19,40,70,49.9883114,41.71704836,57.59032553,15.87327717,0,76.44939411,70.28800066,85.34565887,15.05765821,0,0.72,64.88136129,74.50687083,9.625509543,0,1,64.39686358,74.0187214,9.621857828,0,1,40,90
120,20,40,70,48.54988716,40.02978128,57.12250536,17.09272408,0,80.22672142,73.57434327,87.40464713,13.83030387,0,0.72,65.05693458,75.97290739,10.91597281,0,1,65.06356448,75.51634183,10.45277735,0,1,40,90
121,21,40,70,53.03907691,39.70679181,61.54097363,21.83418182,1,77.49042345,70.38089545,87.00822753,16.62733208,0,0.64,66.06282097,74.63095424,8.568133269,0,1,66.18761988,75.40567453,9.218054649,0,1,40,90
122,22,40,70,49.33783602,38.85942276,56.53246718,17.67304442,1,78.95433537,71.12015625,89.69068177,18.57052552,0,0.64,63.80039178,74.51804875,10.71765697,0,1,63.96168958,74.71455653,10.75286694,0,1,40,90
123,23,40,70,51.16808649,39.39906391,59.17536457,19.77630065,1,74.5806693,67.58737864,86.87055603,19.28317739,1,0.76,63.45548817,72.2353816,8.779893432,0,1,63.53955047,72.54145188,9.001901406,0,1,40,90
124,24,40,70,50.16590587,38.20799053,60.37687927,22.16888874,1,76.48707115,70.91785355,84.24200535,13.3241518,0,0.84,68.0237552,75.851842,7.828086809,0,1,68.1026498,75.69034358,7.58769378,0,1,40,90
125,25,40,70,48.58860541,40.73768001,57.150746,16.413066,0,78.7695595,73.14162207,86.59343989,13.45181782,0,0.72,64.27928555,75.16384757,10.88456202,0,1,64.26398224,74.94295622,10.67897398,0,1,40,90
126,26,40,70,49.9429026,39.18601238,58.71630749,19.53029511,1,77.4666185,71.54615704,85.43227292,13.88611588,0,0.64,62.85210274,73.20309753,10.3509948,0,1,62.54353183,72.82048683,10.27695499,0,1,40,90
127,27,40,70,46.85189607,36.92830531,55.87247487,18.94416956,1,78.64304786,72.15049257,86.99518291,14.84469034,0,0.8,67.35690328,76.86772318,9.510819902,0,1,66.85763542,76.76966475,9.912029336,0,1,40,90
128,28,40,70,48.488038,39.72676293,56.40112633,16.6743634,1,79.0663647,71.75274627,89.32301505,17.57026879,0,0.64,61.98639474,73.58650559,11.60011085,0,1,62.32700096,73.3227536,10.99575263,0,1,40,90
129,29,40,70,48.46975583,40.69295159,54.62654388,13.93359229,0,82.07007298,73.2852609,92.0274054,18.74214451,0,0.52,59.88343993,72.50143468,12.61799475,0,1,59.64779182,72.77155884,13.12376701,0,1,40,90
130,30,40,70,44.05888691,37.16497453,52.30691016,15.14193563,1,76.95160793,70.39765872,87.9749824,17.57732368,0,0.72,59.7121217,72.51615777,12.80403606,0,1,58.65079217,71.99181527,13.34102311,0,1,40,90
131,31,40,70,47.04802318,40.76529372,54.44543497,13.68014125,0,79.78110789,73.13483338,86.98511036,13.85027697,0,0.72,63.34489584,75.52676411,12.18186828,0,1,62.76770723,74.82045509,12.05274786,0,1,40,90
132,32,40,70,44.28462263,35.45942052,52.39077987,16.93135934,1,78.87263032,72.21949586,87.21675093,14.99725507,0,0.76,63.18829093,76.02342623,12.8351353,0,1,61.98646539,75.20194768,13.2154823,0,1,40,90
133,33,40,70,48.55474475,39.18376895,57.14640707,17.96263812,1,75.0893681,69.24110209,83.1223176,13.88121551,1,0.68,63.0781624,72.43092713,9.352764722,0,1,62.26894065,72.20866,9.939719346,0,1,40,90
134,34,40,70,46.34013635,35.6776504,54.35587419,18.6782238,1,74.60838783,68.49836,83.24955952,14.75119951,1,0.76,62.15048715,72.56415873,10.41367158,0,1,61.78044597,72.00947596,10.22902999,0,1,40,90
135,35,40,70,45.31621626,37.14379258,53.60184875,16.45805617,1,75.52981023,70.55482392,82.89979432,12.3449704,0,0.8,64.547527,74.52063698,9.973109984,0,1,63.33193207,73.97813715,10.64620508,0,1,40,90
136,36,40,70,51.37126028,42.10404347,59.15952332,17.05547985,0,77.52555195,72.08607188,87.36468489,15.27861302,0,0.68,66.34571059,75.10246883,8.756758239,0,1,66.32277654,74.96386397,8.64108743,0,1,40,90
137,37,40,70,45.5615829,37.71233179,52.394976,14.68264421,1,80.86229625,73.81493269,90.97243893,17.15750624,0,0.68,63.27861366,76.38653484,13.10792118,0,1,62.90434123,75.39351768,12.48917645,0,1,40,90
138,38,40,70,47.56481806,35.2946331,56.75604148,21.46140839,1,79.98119619,73.56704332,87.96945339,14.40241007,0,0.84,71.27082396,79.71194562,8.441121653,0,0,71.11295496,79.30064709,8.187692126,0,0,40,90
139,39,40,70,48.35106713,37.80966496,56.0981452,18.28848024,1,79.92486059,72.21252773,89.44020929,17.22768156,0,0.68,63.28546364,75.30816403,12.02270039,0,1,62.63903479,74.66186999,12.0228352,0,1,40,90
140,40,40,70,47.3421932,38.26308689,53.67513659,15.41204971,1,79.62833656,72.77408945,87.71782352,14.94373407,0,0.72,64.45272505,76.00869862,11.55597357,0,1,63.87283871,75.96630125,12.09346254,0,1,40,90
141,41,40,70,46.93111948,36.57674317,55.08677801,18.51003485,1,81.21864572,74.85819245,90.43354849,15.57535604,0,0.8,66.66859056,78.36723207,11.69864151,0,1,65.87569986,78.10909718,12.23339732,0,1,40,90
142,42,40,70,49.20443646,39.51565173,57.84252029,18.32686856,1,74.63350101,68.49892053,84.65823583,16.15931529,1,0.72,63.92788135,72.57587155,8.647990205,0,1,64.01380318,72.54692262,8.533119439,0,1,40,90
143,43,40,70,49.9768285,39.51158114,58.86847984,19.3568987,1,77.78225311,71.77441701,84.45161648,12.67719947,0,0.76,68.15240815,76.58761647,8.435208324,0,1,68.26417518,76.55156126,8.287386083,0,1,40,90
144,44,40,70,47.44977915,39.40859173,54.96380256,15.55521083,1,76.530224,69.83216043,84.18073594,14.34857551,1,0.72,62.86923396,73.38278512,10.51355115,0,1,62.12482609,73.31179488,11.18696879,0,1,40,90
145,45,40,70,50.38037863,41.13274654,57.22668151,16.09393498,0,76.50201431,70.26647505,84.14266094,13.87618589,0,0.68,64.47966209,73.92284035,9.443178257,0,1,63.58455703,73.28066518,9.696108146,0,1,40,90
146,46,40,70,48.85209174,36.41289785,58.33871321,21.92581536,1,73.79217841,68.27693359,81.65516535,13.37823175,1,0.84,65.54068227,73.48017209,7.939489816,0,1,65.35526682,73.11300346,7.757736636,0,1,40,90
147,47,40,70,49.22812547,38.06791074,60.81550777,22.74759703,1,75.00463526,69.39664945,86.49876902,17.10211958,1,0.92,67.63328615,74.8758162,7.24253005,0,1,67.48633274,74.37748876,6.891156018,0,1,40,90
148,48,40,70,50.37247071,36.76263209,59.29450777,22.53187568,1,81.44728755,74.80331231,92.11036842,17.30705611,0,0.84,68.20487349,78.78447212,10.57959862,0,1,67.92360576,78.5407105,10.61710474,0,1,40,90
149,49,40,70,50.59954997,39.71417225,60.67782067,20.96364841,1,77.03150332,70.50841967,88.40377908,17.89535941,0,0.72,65.59040067,74.63960667,9.049206002,0,1,66.50639215,75.25907245,8.752680298,0,1,40,90
150,50,40,70,42.94383124,35.22838823,50.25604372,15.02765548,1,79.77804696,72.58628448,88.41981275,15.83352827,0,0.76,61.71605598,75.51124508,13.7951891,0,1,61.05311996,75.0407214,13.98760145,0,1,40,90
151,51,40,70,43.09623369,35.71510471,49.22944589,13.51434117,1,78.01068009,69.53732439,87.52404184,17.98671745,1,0.6,55.89119918,70.08635653,14.19515734,0,1,55.2240644,69.12367446,13.89961006,0,0,40,90
152,52,40,70,45.96258875,36.25388427,55.35832688,19.10444262,1,77.14412614,71.46186055,84.75415737,13.29229682,0,0.84,66.98014786,76.55370252,9.573554666,0,1,65.80224379,75.9775312,10.17528742,0,1,40,90
153,53,40,70,47.51233937,35.97026408,58.55116552,22.58090144,1,80.84745949,74.72895092,89.9062732,15.17732228,0,0.84,69.95822451,79.52090079,9.562676288,0,0,69.91665344,79.41546731,9.498813879,0,1,40,90
154,54,40,70,50.25128988,42.63389229,58.04205015,15.40815786,0,84.38835799,76.36086288,94.014126,17.65326312,0,0.64,66.15549532,77.87835507,11.72285975,0,1,66.02667942,77.46560568,11.43892626,0,1,40,90
155,55,40,70,46.40733281,36.67564147,56.02258033,19.34693886,1,76.08991724,70.92393141,82.84794958,11.92401817,0,0.8,64.39585612,74.74788119,10.35202507,0,1,64.33398333,74.36882429,10.03484096,0,1,40,90
156,56,40,70,51.60210283,42.80609029,58.3983698,15.59227951,0,79.3039186,70.47970301,92.64150758,22.16180457,0,0.44,60.23024768,70.54933905,10.31909137,0,1,61.04974933,71.03947809,9.989728762,0,1,40,90
157,57,40,70,49.95361898,39.24501743,58.73202902,19.48701158,1,75.92677294,69.45577505,85.94183807,16.48606302,1,0.84,65.82231544,74.47831431,8.65599887,0,1,65.44110443,74.59901055,9.157906121,0,1,40,90
158,58,40,70,47.16160282,37.66625276,56.25174849,18.58549573,1,79.10311559,73.31421402,86.06860206,12.75438804,0,0.92,71.15972699,79.40461695,8.244889955,0,0,70.92170148,79.20529599,8.283594511,0,0,40,90
159,59,40,70,48.20290211,38.15413476,56.62194538,18.46781062,1,76.15691039,70.09330656,83.39098137,13.29767481,0,0.8,64.86064631,73.70206392,8.841417602,0,1,64.76779379,73.51924833,8.751454544,0,1,40,90
160,60,40,70,47.26209425,38.85247899,57.7005321,18.84805311,1,79.90194677,73.10030334,86.94330902,13.84300567,0,0.8,68.82745215,78.00322964,9.175777482,0,1,69.00163113,78.1800462,9.178415069,0,1,40,90
161,61,40,70,50.85584494,38.37281438,58.62369547,20.25088109,1,74.87558323,66.59985868,85.76465979,19.16480111,1,0.68,61.19335125,70.52319329,9.329842045,0,1,61.4139654,70.72256956,9.308604161,0,1,40,90
162,62,40,70,49.78054938,40.69122121,57.10954728,16.41832607,0,82.86876296,75.58271258,92.89094097,17.30822839,0,0.64,65.42244365,77.10535688,11.68291322,0,1,64.80777738,76.64574615,11.83796877,0,1,40,90
163,63,40,70,48.92656076,37.98551589,57.91489357,19.92937768,1,77.10300629,70.92287337,84.56476611,13.64189275,0,0.88,68.02457632,76.67545769,8.650881368,0,1,67.59439589,76.32125217,8.726856282,0,1,40,90
164,64,40,70,48.70280367,36.61082776,58.14899888,21.53817112,1,80.39802154,73.13586813,91.88670251,18.75083439,0,0.76,65.5243181,76.67002383,11.14570573,0,1,65.38648585,76.32858469,10.94209884,0,1,40,90
165,65,40,70,49.96559713,39.18149951,60.37443998,21.19294048,1,74.98881047,68.50187637,82.07207463,13.57019826,1,0.8,66.07540712,74.1968292,8.121422081,0,1,66.07077655,74.22721969,8.156443136,0,1,40,90
166,66,40,70,49.62656196,39.64093995,59.01347155,19.37253161,1,79.14704764,72.74955705,86.22954542,13.47998837,0,0.8,68.06319823,77.36295988,9.29976165,0,1,68.07851635,77.89723054,9.818714195,0,1,40,90
167,67,40,70,51.9087188,44.03946519,60.65755883,16.61809364,0,77.00948824,69.65636514,86.09189686,16.43553172,1,0.64,63.26155397,72.27704671,9.015492745,0,1,63.42232859,72.72089253,9.298563941,0,1,40,90
168,68,40,70,50.43864801,41.15950017,57.96525836,16.80575819,0,81.16240961,73.91130058,89.33259753,15.42129696,0,0.68,66.63473234,76.98470137,10.34996903,0,1,66.38589101,76.98344832,10.59755731,0,1,40,90
169,69,40,70,45.39261445,35.99556833,53.30669749,17.31112915,1,79.78813645,70.90646151,88.91812403,18.01166253,0,0.68,60.91169745,74.52300413,13.61130668,0,1,60.4218009,73.89215228,13.47035138,0,1,40,90
170,70,40,70,52.64073479,44.67931077,58.88430904,14.20499827,0,75.03097745,67.88907794,84.95189681,17.06281888,1,0.56,61.27146546,70.46068719,9.189221729,0,1,61.48096149,71.06230119,9.581339703,0,1,40,90
171,71,40,70,52.36594649,41.8064484,62.00671108,20.20026268,0,82.27651883,75.26237563,93.38098543,18.1186098,0,0.56,65.94685044,75.67579607,9.728945631,0,1,66.01761234,75.93821249,9.920600149,0,1,40,90
172,72,40,70,49.16894763,41.01713602,56.09210775,15.07497173,0,75.85755601,70.08559408,85.88578709,15.80019301,0,0.64,62.52255052,73.0066834,10.48413288,0,1,62.73088826,72.58924285,9.858354594,0,1,40,90
173,73,40,70,47.00689813,39.9190732,52.87630509,12.95723188,1,76.35902659,70.07439972,83.05973933,12.98533961,0,0.76,62.93028098,73.89620526,10.96592428,0,1,62.36815526,73.07044414,10.70228888,0,1,40,90
174,74,40,70,42.83447781,34.80783306,51.03148374,16.22365067,1,79.49454775,73.78715997,86.57377153,12.78661156,0,0.8,64.331678,77.55573611,13.22405811,0,1,62.67916442,76.41210272,13.73293831,0,1,40,90
175,75,40,70,47.98384571,40.88426463,54.6263943,13.74212967,0,76.12892481,68.80052149,87.68938409,18.8888626,1,0.56,58.96137521,70.62725551,11.6658803,0,1,58.98948889,70.59754913,11.60806024,0,1,40,90
176,76,40,70,51.83596594,43.2407865,60.82824482,17.58745831,0,72.82827053,67.26105425,82.1840198,14.92296554,1,0.68,63.38935544,71.17617573,7.786820296,0,1,63.41957296,71.38829843,7.968725479,0,1,40,90
177,77,40,70,49.9241221,40.0699486,58.54088313,18.47093453,0,74.89120804,69.11854198,82.18513343,13.06659145,1,0.8,66.55972175,74.51789874,7.95817699,0,1,66.8374691,74.31134871,7.473879607,0,1,40,90
178,78,40,70,50.14438153,41.93089176,59.11532077,17.18442902,0,83.60184727,74.55999474,94.30179276,19.74179802,0,0.52,61.869549,74.13238664,12.26283764,0,1,61.7489667,73.66098203,11.91201534,0,1,40,90
179,79,40,70,44.54984169,35.09716434,52.84238551,17.74522117,1,75.01610601,69.19903923,83.62638593,14.4273467,1,0.92,65.94900719,75.71539405,9.766386864,0,1,64.25871698,74.59870167,10.33998469,0,1,40,90
180,80,40,70,44.16540421,36.24450395,50.72464019,14.48013625,1,76.6985294,71.11510188,85.5425425,14.42744062,0,0.64,59.38842733,72.5586342,13.17020687,0,1,58.49242446,72.17753171,13.68510725,0,1,40,90
181,81,40,70,50.06038828,39.39942989,57.72309684,18.32366695,1,75.12198687,68.36392347,85.17287983,16.80895635,1,0.76,63.88299801,72.79156685,8.908568839,0,1,63.50296359,72.77945989,9.276496299,0,1,40,90
182,82,40,70,47.48348381,38.79898003,55.14565454,16.34667451,1,77.93279373,70.27173409,89.12872287,18.85698878,0,0.72,61.18472496,72.73071636,11.5459914,0,1,61.20487917,72.3897244,11.18484523,0,1,40,90
183,83,40,70,46.80787234,30.84028378,60.96639133,30.12610756,1,72.95985459,67.07008242,79.03705052,11.9669681,1,0.96,67.93720285,73.57654236,5.639339509,0,1,68.08550707,73.68082856,5.59532149,0,1,40,90
184,84,40,70,44.8320858,35.94941117,54.42801058,18.4785994,1,81.04795811,74.51402546,91.02278435,16.50875889,0,0.84,68.84387422,80.13344024,11.28956602,0,1,67.34527647,78.86143116,11.51615468,0,1,40,90
185,85,40,70,48.50412186,38.2178669,60.98972981,22.77186291,1,74.75933504,69.10100729,84.62483249,15.5238252,1,0.92,67.28946417,74.42524394,7.135779768,0,1,66.5770589,74.09645737,7.519398471,0,1,40,90
186,86,40,70,51.34610793,40.63549047,59.39620569,18.76071522,0,76.59009087,68.7848937,86.6882584,17.90336471,1,0.72,64.28185448,73.27440119,8.992546713,0,1,64.60962874,73.44093193,8.831303183,0,1,40,90
187,87,40,70,46.71841751,38.27165437,54.55340579,16.28175142,1,76.96091303,71.63307359,84.11893519,12.4858616,0,0.8,65.71529976,75.88068832,10.16538856,0,1,64.77356141,75.22871422,10.4551528,0,1,40,90
188,88,40,70,40.20613915,32.45640101,48.07364493,15.61724392,1,72.87978752,67.68706358,80.04982223,12.36275866,1,0.88,58.76043749,71.48196858,12.72153109,0,1,57.30256366,70.68076299,13.37819932,0,1,40,90
189,89,40,70,51.03347146,40.55491594,60.1001566,19.54524066,0,75.88320892,70.31700921,84.84924815,14.53223894,0,0.84,66.44909555,74.4866997,8.037604153,0,1,66.18840152,74.6259308,8.43752928,0,1,40,90
190,90,40,70,50.46418991,42.34096654,57.34322371,15.00225717,0,76.83330894,69.65290984,90.84118284,21.188273,1,0.64,61.40748676,71.59455016,10.1870634,0,1,61.54342729,71.58202091,10.03859361,0,1,40,90
191,91,40,70,49.87912339,38.99380724,58.63090689,19.63709965,1,74.98150814,68.53218651,84.28216166,15.74997515,1,0.76,65.30933665,73.91562599,8.606289346,0,1,64.9133221,73.50449314,8.591171037,0,1,40,90
192,92,40,70,44.52236065,36.02305014,55.18634177,19.16329164,1,76.9331868,71.27517463,83.13225874,11.85708411,0,0.88,66.74935891,76.64043761,9.891078702,0,1,65.55612855,76.08462176,10.52849322,0,1,40,90
193,93,40,70,43.06051032,33.68819785,52.35106612,18.66286826,1,81.37870418,75.79977113,87.57999735,11.78022622,0,0.88,68.41280101,80.24482325,11.83202225,0,1,66.26376689,79.30239413,13.03862724,0,1,40,90
194,94,40,70,46.04476121,32.61023782,56.50956341,23.89932559,1,77.2266266,71.28613643,85.02424725,13.73811082,0,0.84,67.47177333,76.54484763,9.073074302,0,1,67.70988298,76.24504659,8.535163616,0,1,40,90
195,95,40,70,51.15012869,42.26128133,58.42830311,16.16702177,0,79.69201465,72.60048688,89.77821639,17.17772951,0,0.68,66.00016236,76.19937117,10.1992088,0,1,65.65167385,75.98599434,10.33432049,0,1,40,90
196,96,40,70,47.48914389,36.21342351,58.22997734,22.01655383,1,75.54086353,68.62785265,86.03606947,17.40821682,1,0.8,61.68293646,72.46908799,10.78615153,0,1,61.03842375,71.77133635,10.7329126,0,1,40,90
197,97,40,70,49.1362635,40.56268237,56.52838242,15.96570005,0,77.88328623,70.73897357,87.24870955,16.50973597,0,0.72,62.5195587,73.63861122,11.11905252,0,1,62.0530703,73.37764703,11.32457673,0,1,40,90
198,98,40,70,47.51839819,38.98432334,54.82607774,15.8417544,1,79.09072335,73.45627687,89.55180746,16.0955306,0,0.72,64.12016133,75.53519838,11.41503705,0,1,64.11655015,75.15879153,11.04224138,0,1,40,90
199,99,40,70,46.73834842,37.28721369,55.78094962,18.49373593,1,74.89997995,69.28917589,81.54881357,12.25963769,1,0.84,63.60129518,73.33561702,9.734321841,0,1,63.31514878,73.24938509,9.934236307,0,1,40,90
200,100,40,70,53.06157427,44.26604738,58.93336789,14.66732051,0,84.806268,74.75362728,95.78390097,21.03027369,0,0.48,63.58318955,74.79745064,11.21426109,0,1,63.19251075,74.80005443,11.60754368,0,1,40,90
201,1,40,70,37.27988411,29.83932585,47.16156968,17.32224383,1,72.36258023,66.82568825,78.10522838,11.27954013,1,0.92,62.99696703,73.43544,10.43847297,0,1,61.27762306,72.37323513,11.09561207,0,1,35,90
202,2,40,70,42.03197345,32.23276667,52.26852302,20.03575635,1,71.5274201,66.43796535,77.69262495,11.2546596,1,0.84,62.91418266,71.37701291,8.462830251,0,1,62.69339693,70.77865901,8.085262085,0,1,35,90
203,3,40,70,40.10571978,31.12519446,50.21459885,19.08940439,1,74.78803266,68.78907851,83.03796006,14.24888155,1,0.84,62.53447549,73.27030005,10.73582456,0,1,61.27052584,72.61652479,11.34599894,0,1,35,90
204,4,40,70,43.50489209,33.46678118,51.58744807,18.12066689,1,76.03070937,70.00239947,83.7926353,13.79023583,0,0.76,64.21351924,74.52689059,10.31337135,0,1,63.2107175,74.02642315,10.81570566,0,1,35,90
205,5,40,70,45.51418977,36.53029134,54.13641012,17.60611878,1,77.0760199,71.00591155,86.32609013,15.32017858,0,0.72,63.77685465,74.22603391,10.44917927,0,1,63.27951806,73.93651176,10.6569937,0,1,35,90
206,6,40,70,48.58104483,32.20729046,58.76729455,26.5600041,1,79.52464436,71.42398097,93.77602239,22.35204142,0,0.72,66.75233797,75.96966857,9.217330601,0,1,67.12156419,75.67604711,8.554482914,0,1,35,90
207,7,40,70,43.85833867,33.26815755,55.76219459,22.49403704,1,77.55528475,71.68978828,86.57837823,14.88858995,0,0.8,64.97320544,75.70751951,10.73431407,0,1,64.83504369,75.35383661,10.51879292,0,1,35,90
208,8,40,70,42.12033207,32.54145573,53.33614878,20.79469305,1,77.14481902,70.64298839,86.62997788,15.98698949,0,0.84,64.76015014,75.3832777,10.62312756,0,1,64.67330457,75.59336533,10.92006076,0,1,35,90
209,9,40,70,43.75708346,33.88170669,52.31182011,18.43011342,1,75.94810987,68.97450376,85.58725046,16.6127467,1,0.72,62.26544498,72.98352152,10.71807654,0,1,62.38164846,72.95242827,10.57077981,0,1,35,90
210,10,40,70,48.70275028,38.9890402,56.79873637,17.80969617,1,80.0892297,72.38636881,91.03301471,18.6466459,0,0.6,64.50353772,74.84780888,10.34427116,0,1,64.57716976,74.82926178,10.25209202,0,1,35,90
211,11,40,70,46.48056535,38.53106007,54.71896306,16.18790299,1,80.64647732,74.14947107,90.15694794,16.00747687,0,0.68,62.0223443,74.06040096,12.03805666,0,1,61.92349127,74.7082794,12.78478812,0,1,35,90
212,12,40,70,44.47459981,35.14404766,53.00243037,17.85838272,1,78.97205841,73.55116917,87.38258031,13.83141115,0,0.8,66.22006214,76.69635079,10.47628865,0,1,66.4233261,76.76101364,10.33768754,0,1,35,90
213,13,40,70,47.60052979,36.56135124,58.19419636,21.63284512,1,82.79443069,74.76749174,93.80089515,19.03340341,0,0.72,68.28346867,78.55144304,10.26797437,0,1,68.38745431,78.24629333,9.858839011,0,1,35,90
214,14,40,70,41.8905451,33.6787426,54.3351268,20.65638421,1,75.10424796,68.31476544,81.72034057,13.40557512,1,0.84,65.03524533,74.05445675,9.019211419,0,1,65.00129331,73.74807406,8.746780748,0,1,35,90
215,15,40,70,45.66042345,33.13504688,55.61283028,22.4777834,1,76.03950233,70.46561173,84.21470837,13.74909664,0,0.8,65.07482697,74.48586405,9.41103708,0,1,64.99823677,74.65705135,9.658814581,0,1,35,90
216,16,40,70,44.14029955,32.23720145,55.35050367,23.11330222,1,78.78459119,72.32929466,90.59918022,18.26988556,0,0.8,67.20572228,77.27069089,10.06496861,0,1,67.08580437,77.05145951,9.965655143,0,1,35,90
217,17,40,70,44.01955603,32.83044212,53.1772484,20.34680628,1,76.99533718,70.86877805,83.39537536,12.52659731,0,0.76,65.4003331,75.1152156,9.714882499,0,1,65.45424475,75.20160734,9.747362587,0,1,35,90
218,18,40,70,45.84979704,28.64079009,54.58179269,25.9410026,1,80.73903792,72.26118092,92.3816588,20.12047788,0,0.72,66.38366825,76.8020282,10.41835995,0,1,66.04648405,77.22943451,11.18295046,0,1,35,90
219,19,40,70,35.98923638,26.99446191,48.48672467,21.49226276,1,74.47922491,69.81245583,80.20879036,10.39633453,1,1,69.94447426,76.34374189,6.399267632,0,1,70.34488204,76.75078964,6.405907601,0,0,35,90
220,20,40,70,43.43472884,30.36845837,54.57236405,24.20390568,1,78.7079175,72.33644079,88.66271102,16.32627024,0,0.84,65.49445457,76.46513285,10.97067828,0,1,65.39223951,76.19078827,10.79854875,0,1,35,90
221,21,40,70,49.61690926,36.36689136,57.0605148,20.69362344,1,81.05646895,72.56620187,93.18985618,20.62365431,0,0.56,62.60572206,73.20536496,10.5996429,0,1,62.705338,74.1909596,11.4856216,0,1,35,90
222,22,40,70,44.64152721,30.39769924,55.42968258,25.03198333,1,77.2398358,71.47201113,86.12376267,14.65175154,0,0.84,67.79888859,76.42825161,8.629363012,0,1,67.83663305,76.309651,8.473017956,0,1,35,90
223,23,40,70,42.42184762,32.29615015,53.56890096,21.27275081,1,75.24275882,69.50571514,86.58522681,17.07951166,1,0.84,65.02139517,74.43250646,9.411111284,0,1,64.87474523,74.21415624,9.339411002,0,1,35,90
224,24,40,70,43.91082484,30.78365531,54.64037637,23.85672106,1,76.24572482,70.55160352,87.16883365,16.61723012,0,0.8,66.08606036,75.55455937,9.468499008,0,1,65.79484285,75.21337969,9.418536841,0,1,35,90
225,25,40,70,43.57926315,34.41897628,54.86656742,20.44759114,1,73.98291759,68.73135276,82.1085091,13.37715634,1,0.84,64.37576021,73.32749876,8.951738549,0,1,63.99083712,73.12523169,9.134394567,0,1,35,90
226,26,40,70,45.19824661,34.97901241,58.33275157,23.35373916,1,76.6921888,70.78432055,87.77490405,16.99058351,0,0.84,66.26886406,75.26811293,8.999248872,0,1,66.42601461,75.05085194,8.624837335,0,1,35,90
227,27,40,70,41.01424491,31.55472615,50.60788019,19.05315404,1,78.18507479,72.7453118,83.74258321,10.99727141,0,0.92,68.55719742,78.00900076,9.45180334,0,1,68.10032137,78.17020354,10.06988217,0,1,35,90
228,28,40,70,42.27311964,32.42524793,51.59693672,19.17168879,1,76.91256845,69.91793121,87.24490968,17.32697847,1,0.84,61.92159876,74.1433171,12.22171833,0,1,61.3462643,73.74402425,12.39775995,0,1,35,90
229,29,40,70,40.5732302,26.40046507,56.090994,29.69052893,1,75.41825385,69.93536145,82.76644166,12.83108021,1,1,69.08198122,76.83024666,7.748265441,0,1,69.13051033,76.92435424,7.793843913,0,1,35,90
230,30,40,70,38.56492927,29.93155986,46.51309691,16.58153705,1,77.4194214,72.04222555,85.51071322,13.46848767,0,0.84,64.30022271,76.85658609,12.55636339,0,1,62.44771014,75.88888094,13.44117079,0,1,35,90
231,31,40,70,45.00609546,35.11417197,54.25991918,19.14574721,1,78.46901243,72.07478633,87.51705519,15.44226886,0,0.76,66.07216535,76.42757366,10.35540831,0,1,66.06833836,76.37285335,10.30451499,0,1,35,90
232,32,40,70,41.7942151,33.97991954,49.74697794,15.7670584,1,78.42088487,71.99829686,88.30515702,16.30686016,0,0.8,65.48465603,76.45829174,10.97363571,0,1,64.25325816,75.93351287,11.68025471,0,1,35,90
233,33,40,70,45.40672218,35.51396459,52.52961288,17.01564829,1,78.8208986,70.65538593,87.7044456,17.04905967,0,0.64,61.43055812,73.36808017,11.93752205,0,1,61.36800936,73.21717639,11.84916703,0,1,35,90
234,34,40,70,40.57794908,31.30305847,49.64107484,18.33801637,1,76.97285506,71.74428929,84.15064487,12.40635558,0,0.88,67.68671834,76.79591627,9.109197933,0,1,67.21246485,76.50362879,9.291163943,0,1,35,90
235,35,40,70,40.78422832,30.61439309,53.6728163,23.05842321,1,74.93976939,69.34657273,81.24273892,11.89616619,1,0.96,67.01195073,75.132089,8.120138271,0,1,66.78102038,75.2052025,8.424182111,0,1,35,90
236,36,40,70,42.75802099,31.56161441,54.53354284,22.97192843,1,77.57291323,71.26791335,89.89878618,18.63087283,0,0.88,66.17593227,76.32043163,10.14449936,0,1,65.66687186,76.31617268,10.64930082,0,1,35,90
237,37,40,70,45.30251155,33.46933052,54.94067232,21.4713418,1,75.93999581,68.98414047,85.00621474,16.02207427,1,0.72,62.60359548,72.63682197,10.03322649,0,1,62.29804101,72.23872354,9.940682535,0,1,35,90
238,38,40,70,48.09901201,37.50891116,56.58798041,19.07906925,1,73.90470509,67.21415513,82.01922332,14.80506819,1,0.76,62.0666567,70.68121322,8.614556519,0,1,62.46754833,70.68920479,8.221656454,0,1,35,90
239,39,40,70,45.34373947,36.34718566,52.84678976,16.4996041,1,75.57662905,68.96946239,82.95448632,13.98502393,1,0.68,61.58027664,71.82575633,10.24547969,0,1,61.51946083,71.61157072,10.09210988,0,1,35,90
240,40,40,70,38.5944552,28.89191834,46.57099841,17.67908007,1,75.8936843,70.59535243,83.27188585,12.67653343,0,0.88,63.91529213,75.38265206,11.46735993,0,1,63.76915328,75.10952517,11.3403719,0,1,35,90
