,trial,N.pop,skew,lb.tdist,ub.tdist,cover.tdist,width.tdist,lb.bca.exp,ub.bca.exp,cover.bca.exp,width.bca.exp,lb.bayes.sdprior5,ub.bayes.sdprior5,cover.bayes.sdprior5,width.bayes.sdprior5,lb.bayes.sdprior10,ub.bayes.sdprior10,cover.bayes.sdprior10,width.bayes.sdprior10,lb.bayes.sdprior15,ub.bayes.sdprior15,cover.bayes.sdprior15,width.bayes.sdprior15,lb.bayes.sdprior20,ub.bayes.sdprior20,cover.bayes.sdprior20,width.bayes.sdprior20,lb.bayes.sdprior25,ub.bayes.sdprior25,cover.bayes.sdprior25,width.bayes.sdprior25,lb.bayes.sdprior30,ub.bayes.sdprior30,cover.bayes.sdprior30,width.bayes.sdprior30,muprior
254,54,10,0,55.01269285,74.52089902,1,19.50820616,57.05562967,76.14870578,1,19.09307612,64.73929441,73.58394984,1,8.844655439,63.58009354,74.06584563,1,10.48575209,61.03681476,74.64844495,1,13.61163019,61.20018526,75.24865595,1,14.04847069,61.4841107,74.62703491,1,13.14292421,59.91486364,75.3330999,1,15.41823627,70
255,55,10,0,60.551936,76.96760737,1,16.41567137,61.69875232,77.90674304,1,16.20799072,65.51221408,73.39137886,1,7.879164786,64.63362293,75.36844752,1,10.73482459,64.37806803,75.2676244,1,10.88955637,63.85037609,75.17367328,1,11.3232972,63.93977025,75.93715377,1,11.99738352,62.66253734,76.03874614,1,13.37620881,70
256,56,10,0,56.89792995,71.81773767,1,14.91980772,55.57496576,70.90082529,1,15.32585953,64.56407102,71.79434547,1,7.230274451,62.70057991,71.87307096,1,9.172491051,61.3462282,71.41512041,1,10.06889221,61.89258368,71.29803358,1,9.405449907,59.97894035,70.92892266,1,10.94998231,59.88656826,70.71147324,1,10.82490498,70
257,57,10,0,62.21415988,77.64416491,1,15.43000504,60.22138271,76.52757702,1,16.30619431,66.89831773,73.47706547,1,6.578747745,65.60901963,74.19643235,1,8.587412718,65.71810797,74.44015875,1,8.722050773,65.69657083,74.75055753,1,9.053986694,65.40387328,75.31384713,1,9.909973852,65.39640546,75.0008244,1,9.604418934,70
258,58,10,0,60.07953991,79.52342194,1,19.44388203,61.21998972,81.19050759,1,19.97051787,66.37452399,74.87875,1,8.504226014,63.61288044,76.95197593,1,13.33909549,62.76869205,78.68412284,1,15.91543079,63.58196769,79.33099871,1,15.74903102,62.6823438,80.10438863,1,17.42204483,60.82674662,81.06923121,1,20.24248459,70
259,59,10,0,56.13563385,70.23025453,1,14.09462069,53.53622822,68.91653815,1,15.38030993,63.84227441,70.41269949,1,6.570425072,61.61493939,69.58787024,1,7.972930846,61.59942437,69.70563839,1,8.106214018,60.30345945,69.45425313,1,9.150793688,60.68198652,69.65063425,1,8.968647732,59.56937509,68.83663119,1,9.267256095,70
260,60,10,0,49.69355651,70.96437345,1,21.27081694,48.98434034,68.75005544,1,19.7657151,63.68986209,72.44868382,1,8.75882173,60.89355925,72.13290921,1,11.23934996,59.99383637,71.51776532,1,11.52392895,59.08681985,71.9325138,1,12.84569395,58.21009069,71.06772048,1,12.85762979,56.35539477,71.71675012,1,15.36135535,70
261,61,10,0,65.5021261,86.5806688,1,21.0785427,62.49383693,84.70667589,1,22.21283896,67.369394,75.09538471,1,7.725990718,67.4552873,76.83110878,1,9.375821484,66.48571383,78.53230388,1,12.04659005,67.23391734,78.94611806,1,11.71220072,67.03110193,80.43469641,1,13.40359448,67.12182236,82.23255332,1,15.11073096,70
262,62,10,0,57.27276643,76.05533935,1,18.78257292,54.29459364,73.65667606,1,19.36208242,65.5929401,72.90695859,1,7.314018494,63.129045,72.63062854,1,9.501583544,63.5296507,73.32710127,1,9.797450576,61.62404976,74.0343131,1,12.41026334,63.19347955,73.60799901,1,10.41451945,61.59253098,74.03715395,1,12.44462297,70
263,63,10,0,59.07604,75.66487747,1,16.58883747,58.82540876,75.32709825,1,16.50168949,65.87961177,73.12592935,1,7.246317577,64.65788226,73.32602675,1,8.668144494,63.34366664,73.46313548,1,10.11946884,63.26246233,73.65826853,1,10.3958062,63.02667595,72.6686874,1,9.642011451,62.86800011,73.73827589,1,10.87027579,70
264,64,10,0,61.28410778,75.37875808,1,14.0946503,62.58033761,76.97698717,1,14.39664957,65.82892013,73.43148087,1,7.602560739,64.29730564,74.464832,1,10.16752635,64.58640015,75.44637423,1,10.85997408,62.96828975,74.13259213,1,11.16430238,62.59910599,75.12334776,1,12.52424177,62.26513753,75.52203961,1,13.25690208,70
265,65,10,0,56.24656944,68.91979513,1,12.67322569,55.19795355,68.50969475,1,13.3117412,63.65828251,70.48407145,1,6.825788942,61.63079483,69.89851383,1,8.267718999,60.19884508,69.58572086,1,9.386875782,59.67968565,69.36866167,1,9.688976016,59.7151074,69.66456937,1,9.949461974,58.91776612,68.81042302,1,9.892656893,70
266,66,10,0,63.25598106,77.37004568,1,14.11406462,62.50975362,76.19536221,1,13.68560859,66.70973012,73.94688205,1,7.237151927,66.21937219,74.19232177,1,7.972949579,66.26185673,74.99021295,1,8.728356218,66.17259832,74.8959971,1,8.723398781,65.62323496,75.43536303,1,9.812128076,65.41645631,74.75745534,1,9.340999035,70
267,67,10,0,63.65273412,80.51007202,1,16.8573379,63.60918185,79.88791059,1,16.27872874,66.62178124,74.5891691,1,7.967387857,66.37738602,75.6526839,1,9.27529788,66.18671011,77.09937776,1,10.91266765,66.32556945,77.419106,1,11.09353655,65.12067913,78.00487544,1,12.88419632,65.90387424,77.63904487,1,11.73517063,70
268,68,10,0,59.00326846,80.39999676,1,21.3967283,58.50343844,79.34079103,1,20.8373526,66.29023489,74.276269,1,7.986034109,65.05513574,74.74994541,1,9.694809672,64.66005445,76.25775744,1,11.59770299,63.01218217,76.81030531,1,13.79812314,64.2448142,78.05844654,1,13.81363234,62.7071409,78.18402305,1,15.47688215,70
269,69,10,0,57.49814597,72.65683585,1,15.15868988,59.69887394,76.18218668,1,16.48331274,64.77964327,71.6501125,1,6.870469231,62.97112132,71.93737165,1,8.966250332,61.94261649,71.73860009,1,9.795983606,61.4481216,72.14695299,1,10.69883139,61.00979383,71.08602394,1,10.07623011,60.71289105,71.66145087,1,10.94855981,70
270,70,10,0,53.65591331,72.13232454,1,18.47641123,52.65547006,71.81244083,1,19.15697077,64.35368438,72.13931685,1,7.785632474,61.53947181,71.80027798,1,10.26080617,61.1838836,72.5474409,1,11.3635573,58.5377887,72.93594754,1,14.39815884,59.99963368,74.39547685,1,14.39584317,58.87746819,72.5352238,1,13.65775561,70
271,71,10,0,57.55982301,74.00538576,1,16.44556275,56.84196438,73.46936463,1,16.62740025,64.77883868,72.13879494,1,7.359956262,63.46091056,73.00194102,1,9.541030451,61.79431525,73.90710243,1,12.11278718,61.42452953,73.15029797,1,11.72576843,61.86067864,74.06599714,1,12.2053185,60.68317401,73.3842654,1,12.70109139,70
272,72,10,0,61.99660587,73.78171784,1,11.78511197,61.05368427,72.99114805,1,11.93746378,65.77386872,72.40615442,1,6.632285701,65.13938889,73.08090164,1,7.941512751,64.39834366,72.85316246,1,8.4548188,63.5954323,72.61964384,1,9.024211548,63.35280097,73.37964672,1,10.02684575,63.42694061,73.54208692,1,10.11514631,70
273,73,10,0,57.30632708,72.25521263,1,14.94888555,58.14731577,74.14118533,1,15.99386956,64.62312557,73.16080192,1,8.537676345,63.64917353,73.55748361,1,9.908310079,61.66047274,73.24749171,1,11.58701897,60.50842813,73.9982675,1,13.48983938,59.39316276,73.05739929,1,13.66423654,58.85402369,75.45803544,1,16.60401175,70
274,74,10,0,58.30819985,80.14764658,1,21.83944673,60.76694189,82.56349778,1,21.79655589,65.67834644,74.19814453,1,8.519798089,64.42523882,75.32589776,1,10.90065894,63.88685238,76.90392043,1,13.01706805,63.6984375,76.23567738,1,12.53723988,62.15898349,77.49936681,1,15.34038332,63.48196184,79.6602106,1,16.17824876,70
275,75,10,0,58.77735472,82.53593058,1,23.75857586,54.76383248,80.36726469,1,25.60343221,66.23023555,74.27474094,1,8.044505395,64.79079838,75.39408605,1,10.60328768,64.92226299,76.46637115,1,11.54410816,63.32666416,78.12485859,1,14.79819444,63.99584419,78.63131588,1,14.63547169,64.77466792,77.39622883,1,12.6215609,70
276,76,10,0,61.15680613,75.33302474,1,14.17621861,62.2207181,76.64223421,1,14.42151611,65.59012875,72.90470408,1,7.314575327,64.43481373,73.96414271,1,9.529328983,63.50800492,74.43192897,1,10.92392405,63.96008882,74.31044128,1,10.35035246,63.00994113,74.64092261,1,11.63098148,62.35783872,74.77021891,1,12.4123802,70
277,77,10,0,59.12842613,73.87977311,1,14.75134698,59.17271198,73.49500693,1,14.32229495,65.50057708,72.86091158,1,7.360334502,63.71743714,73.4602292,1,9.742792066,62.67385798,72.63768882,1,9.963830843,61.67118531,74.39397941,1,12.7227941,60.80617424,72.88091345,1,12.07473921,61.79253801,73.01687327,1,11.22433527,70
278,78,10,0,68.20949838,85.55933011,0,17.34983173,68.78223857,86.11280585,0,17.33056728,66.39407196,74.60528926,1,8.2112173,65.79104142,76.80205949,1,11.01101807,65.2424677,79.95854233,1,14.71607463,63.71747862,80.69658214,1,16.97910352,65.78415666,80.78423738,1,15.00008072,63.38103906,81.86432274,1,18.48328368,70
279,79,10,0,65.87734772,82.93949851,1,17.06215079,64.46038293,81.04841569,1,16.58803276,67.90031121,75.06067759,0,7.160366385,67.6792071,76.01859781,1,8.339390715,67.60941666,77.56600518,1,9.956588518,68.50010227,78.60543962,0,10.10533735,67.50413157,78.11515664,1,10.61102507,67.38763095,79.22204273,1,11.83441178,70
280,80,10,0,61.19643725,81.11432105,1,19.9178838,61.13635967,81.83474343,1,20.69838376,66.74907459,74.54510145,1,7.796026864,65.79208318,75.69447764,1,9.902394454,64.41097391,77.58111927,1,13.17014536,64.0324877,77.07911421,1,13.04662651,63.6141092,79.00176253,1,15.38765333,63.66145718,76.66132177,1,12.99986459,70
281,81,10,0,63.67158056,71.36568407,1,7.694103503,63.38524528,71.41651904,1,8.031273761,65.42029233,71.80648812,1,6.38619579,64.61536674,71.78866497,1,7.173298232,63.91998091,71.77457114,1,7.854590232,64.27587968,71.76779344,1,7.491913758,63.97847644,71.90951562,1,7.931039185,63.60403399,71.80582061,1,8.201786617,70
282,82,10,0,69.22807662,81.03544522,0,11.8073686,68.01216424,80.54588632,0,12.53372208,68.35239547,75.2897328,0,6.937337326,68.42227465,76.74357858,0,8.321303936,68.33240699,77.9626503,0,9.630243311,68.98158872,78.97433508,0,9.992746358,68.38150995,78.38207009,0,10.00056014,69.22199837,79.26310318,0,10.04110481,70
283,83,10,0,53.93614913,68.42419981,1,14.48805068,55.90413649,71.17866357,1,15.27452708,62.80069512,70.22111621,1,7.420421082,60.79758867,69.63367084,1,8.83608217,60.0171581,69.30302573,1,9.285867622,59.03907608,68.79367964,1,9.754603564,58.214444,68.14362026,1,9.929176257,57.91281625,67.87144287,1,9.958626617,70
284,84,10,0,55.9673873,77.46984894,1,21.50246164,51.36185064,75.00412944,1,23.6422788,65.87489717,74.0968548,1,8.221957627,64.57644511,76.8395666,1,12.26312149,62.78291243,80.12843554,1,17.34552311,62.14462006,78.68440785,1,16.53978779,60.0893125,79.31248089,1,19.22316838,61.91248623,79.54417136,1,17.63168513,70
285,85,10,0,53.25040185,70.18240823,1,16.93200638,52.67123282,68.7866203,1,16.11538748,66.24504538,74.09410049,1,7.849055108,63.26696272,76.00326194,1,12.73629922,62.32395395,75.88407498,1,13.56012103,64.06726796,78.43531235,1,14.36804439,59.96373563,79.81771714,1,19.85398151,60.34542432,79.63595563,1,19.29053131,70
286,86,10,0,58.32276461,73.24531316,1,14.92254855,57.97306138,72.5484531,1,14.57539172,64.76318252,72.26690451,1,7.503721984,63.00270607,72.05714079,1,9.054434729,62.66974362,72.11786914,1,9.448125523,62.80093512,72.26766109,1,9.466725971,61.80919517,72.59541306,1,10.78621789,61.38931859,72.60331695,1,11.21399836,70
287,87,10,0,59.9521522,79.24122226,1,19.28907006,60.42075074,79.52203264,1,19.1012819,66.19461091,74.2990903,1,8.104479389,64.23365171,75.34632949,1,11.11267778,63.60743498,76.55255948,1,12.94512449,64.05365259,77.00081037,1,12.94715778,63.59721014,78.85572993,1,15.25851978,64.21531214,77.1676757,1,12.95236356,70
288,88,10,0,63.58234501,81.17120977,1,17.58886476,62.51808048,80.23562729,1,17.7175468,66.90843246,73.99323745,1,7.084804997,65.86253597,75.44812901,1,9.58559304,66.46845215,77.63133337,1,11.16288123,66.31111481,77.84026232,1,11.5291475,65.50381745,77.32496062,1,11.82114317,65.89209301,78.2471185,1,12.35502549,70
289,89,10,0,61.7459532,79.47714866,1,17.73119545,61.43689818,79.10955376,1,17.67265558,66.07523524,73.89092963,1,7.815694385,65.02671278,75.04856882,1,10.02185604,64.56958537,76.31346089,1,11.74387552,63.96937032,78.33019891,1,14.36082858,65.98795776,78.3149939,1,12.32703614,65.19527322,78.26826413,1,13.07299091,70
290,90,10,0,60.4827116,73.12774596,1,12.64503435,57.08583276,71.55045047,1,14.46461771,65.40698565,72.04806592,1,6.64108027,63.96627831,72.07635979,1,8.11008148,63.85727389,72.14542544,1,8.288151549,63.7077534,71.9831505,1,8.275397106,62.81237142,71.26565982,1,8.453288393,62.51997709,71.49278748,1,8.972810393,70
291,91,10,0,58.57004989,80.87266345,1,22.30261356,55.91065363,78.67816945,1,22.76751582,66.05222486,73.85163994,1,7.799415079,65.53898879,75.59455469,1,10.0555659,65.17173547,75.46002787,1,10.28829241,64.89556265,76.55860992,1,11.66304726,64.21439299,76.57392676,1,12.35953376,63.24722079,76.60519022,1,13.35796943,70
292,92,10,0,57.70387627,80.06593785,1,22.36206158,58.11091871,82.03109372,1,23.92017501,66.3216799,73.79944609,1,7.47776619,64.39888971,74.92221924,1,10.52332952,64.11550918,75.35179936,1,11.23629018,62.49244952,76.97466837,1,14.48221884,63.43622097,76.19217619,1,12.75595522,63.44815932,76.5929579,1,13.14479858,70
293,93,10,0,54.31558419,72.83888833,1,18.52330414,54.13192983,71.55235459,1,17.42042476,64.24109569,72.68396459,1,8.442868909,62.0500843,72.11473071,1,10.0646464,60.09636803,72.57577902,1,12.47941099,61.35084662,72.91796684,1,11.56712022,60.68132167,74.2925934,1,13.61127173,60.60606764,73.59626951,1,12.99020187,70
294,94,10,0,59.37052283,72.76069521,1,13.39017238,58.75953337,72.00542458,1,13.24589121,65.8944794,74.44874075,1,8.55426135,65.00404803,76.82603065,1,11.82198263,62.27212623,77.31642832,1,15.04430209,61.76139842,78.54456428,1,16.78316585,64.23582436,80.62238012,1,16.38655576,61.98343257,78.71014292,1,16.72671035,70
295,95,10,0,61.32718817,79.65606744,1,18.32887927,61.70207289,81.03319583,1,19.33112294,66.61611818,73.83984597,1,7.223727788,65.09517945,76.3615392,1,11.26635975,65.28652245,76.71889334,1,11.43237089,64.77647673,77.85074556,1,13.07426883,64.33105155,78.55027255,1,14.219221,61.10026364,79.88737156,1,18.78710792,70
296,96,10,0,59.81793242,75.43851951,1,15.62058709,59.73081032,74.44238543,1,14.71157511,65.41615464,72.85270065,1,7.436546005,63.61441707,74.4941255,1,10.87970843,63.53609561,75.20982462,1,11.67372901,62.61921049,75.25780695,1,12.63859646,62.41707498,75.28261597,1,12.86554099,62.48972453,76.3785159,1,13.88879138,70
297,97,10,0,64.15089994,80.55059814,1,16.39969821,63.17213783,80.53007574,1,17.35793791,66.20346368,74.82375462,1,8.620290938,65.56511021,77.34203163,1,11.77692142,66.56597671,78.42105903,1,11.85508232,65.04248254,77.7299215,1,12.68743895,64.03941059,79.7877618,1,15.74835122,64.58531699,78.52307604,1,13.93775905,70
298,98,10,0,62.92693462,76.86827401,1,13.94133939,61.979816,76.08753027,1,14.10771427,66.05173633,73.5566596,1,7.504923272,66.38671475,74.87531703,1,8.488602281,64.88161272,74.08954937,1,9.207936649,65.40003002,75.5445412,1,10.14451118,65.42839992,74.40036501,1,8.971965091,64.80944983,75.33900191,1,10.52955208,70
299,99,10,0,64.32650638,86.92641459,1,22.59990821,64.49889968,86.08976721,1,21.59086753,66.79849082,74.93736499,1,8.138874175,67.08732353,76.33975385,1,9.252430312,66.82997105,78.00981889,1,11.17984785,67.54284975,79.98807953,1,12.44522978,66.50497597,80.49625125,1,13.99127528,68.00779309,80.71780359,0,12.7100105,70
300,100,10,0,60.63568868,77.71801159,1,17.08232292,55.84180686,74.87220671,1,19.03039985,66.23328984,73.17494182,1,6.94165198,65.36748602,74.15813017,1,8.790644149,64.47540508,74.72637684,1,10.25097176,65.05818804,75.29927602,1,10.24108798,64.10422686,74.71133324,1,10.60710638,64.3659609,75.77648398,1,11.41052308,70
301,1,10,0.5,56.35225946,69.29285236,1,12.9405929,56.72214611,69.31034562,1,12.58819951,63.83698132,71.23904475,1,7.402063434,61.82973571,71.14412136,1,9.314385647,60.40239142,70.14716048,1,9.74476906,59.55943369,70.47372414,1,10.91429045,59.31619976,70.04374831,1,10.72754855,58.86446392,69.60532984,1,10.74086592,70
302,2,10,0.5,58.67732402,75.55157002,1,16.874246,59.08674013,75.5042264,1,16.41748628,64.99954856,73.43705968,1,8.437511115,63.96978994,73.85981984,1,9.890029897,62.25641446,74.64563823,1,12.38922377,63.56214307,74.91061111,1,11.34846805,62.23094959,75.24552126,1,13.01457168,59.63872729,76.14824553,1,16.50951823,70
303,3,10,0.5,58.93010596,78.25843793,1,19.32833198,59.89077406,78.8844999,1,18.99372584,65.99455498,73.89505177,1,7.900496792,64.30400962,75.55322289,1,11.24921328,65.02832668,75.65589392,1,10.62756724,64.17412734,75.9457818,1,11.77165446,63.8608396,76.46926359,1,12.608424,62.12584866,75.69661068,1,13.57076203,70
304,4,10,0.5,61.9693875,75.55483831,1,13.58545081,63.1992649,77.06912202,1,13.86985712,66.01069857,73.19413285,1,7.183434285,64.62425392,74.41332861,1,9.789074688,63.74619855,74.53011852,1,10.78391997,63.49014682,74.20522472,1,10.7150779,63.80459898,75.45867108,1,11.6540721,62.82815565,74.81112655,1,11.9829709,70
305,5,10,0.5,65.10939879,83.13923202,1,18.02983322,63.90030457,82.35608226,1,18.45577769,67.62725421,75.02885251,0,7.401598305,67.29850041,77.02108522,1,9.722584808,67.93495371,77.6873619,0,9.752408186,67.26495027,78.03381844,1,10.76886816,66.30784477,78.32216476,1,12.01431999,68.14145731,78.77727891,0,10.6358216,70
306,6,10,0.5,57.83246752,80.91665447,1,23.08418695,60.7915458,86.03201218,1,25.24046638,66.03473318,73.94875024,1,7.914017063,64.91492717,75.74768055,1,10.83275337,65.36359432,76.22580997,1,10.86221565,63.14761365,76.99271569,1,13.84510204,61.8163955,80.35094192,1,18.53454642,62.16142961,78.347098,1,16.18566839,70
307,7,10,0.5,57.32633183,75.5128701,1,18.18653827,57.48313144,75.84615875,1,18.36302731,65.17756323,72.94443808,1,7.766874856,63.84108358,73.38054049,1,9.539456912,62.61699786,73.39658367,1,10.77958581,61.67922578,75.20340229,1,13.52417652,61.3501104,74.56659405,1,13.21648365,62.12512865,74.03928519,1,11.91415654,70
308,8,10,0.5,58.70330717,71.89658145,1,13.19327427,58.353927,71.57731094,1,13.22338394,64.77951244,71.93328948,1,7.153777036,62.93729204,71.84002526,1,8.902733226,62.77225546,72.0641091,1,9.29185364,61.25832318,71.58943538,1,10.3311122,61.6278608,72.3041449,1,10.6762841,61.46001835,72.16191975,1,10.70190141,70
309,9,10,0.5,60.01181131,78.51766566,1,18.50585435,60.20557791,78.2765004,1,18.07092249,65.24627849,73.8496862,1,8.603407705,64.11691225,74.01949268,1,9.902580431,64.87464322,75.68382863,1,10.80918541,63.57022646,75.88043478,1,12.31020832,64.42266631,76.63239958,1,12.20973327,64.10995639,77.82640033,1,13.71644393,70
310,10,10,0.5,54.15734163,77.75979167,1,23.60245004,54.61180519,78.79110244,1,24.17929725,65.43147976,74.05876976,1,8.627289998,64.33966901,74.72237334,1,10.38270433,62.20260714,76.17690881,1,13.97430167,58.70076168,76.397061,1,17.69629932,61.25071752,75.45649006,1,14.20577254,60.48201665,78.8912988,1,18.40928215,70
311,11,10,0.5,62.16459029,75.82180583,1,13.65721554,62.90101915,76.49620815,1,13.595189,66.13679973,74.21869175,1,8.08189202,64.37445922,74.44059767,1,10.06613845,65.10859674,75.11222472,1,10.00362798,63.05522167,75.64519352,1,12.58997185,63.36880804,75.72223571,1,12.35342767,63.6388132,75.81103239,1,12.1722192,70
312,12,10,0.5,61.93859596,77.35737962,1,15.41878365,62.19619912,77.01266215,1,14.81646303,65.81227483,72.91029702,1,7.098022192,65.37104117,74.76889138,1,9.39785021,64.59868215,74.43218287,1,9.833500716,64.5279512,74.64095101,1,10.11299981,64.23269383,75.15371223,1,10.9210184,63.92752914,75.44283963,1,11.51531049,70
313,13,10,0.5,61.65509285,80.41828905,1,18.7631962,62.91989303,82.48164464,1,19.56175161,66.48045684,74.27945647,1,7.798999634,65.26078127,76.21496657,1,10.9541853,64.86447199,76.24838637,1,11.38391439,64.18285343,77.52528883,1,13.34243539,63.74908875,77.33286254,1,13.58377379,63.68268702,79.44286941,1,15.76018239,70
314,14,10,0.5,58.00439712,77.78377862,1,19.7793815,57.84326315,76.97394134,1,19.13067819,66.04114001,74.52683053,1,8.485690515,65.18795665,76.12353516,1,10.93557851,64.87907083,78.51571789,1,13.63664706,63.04247287,78.44634235,1,15.40386948,61.63599176,79.78184756,1,18.1458558,61.5158429,81.95259559,1,20.43675269,70
315,15,10,0.5,59.71587038,77.35126538,1,17.635395,61.30346932,79.36176103,1,18.05829171,65.87880749,73.77376202,1,7.894954525,64.85388632,73.89842208,1,9.044535756,63.76555908,74.51537236,1,10.74981328,63.49221161,74.10821007,1,10.61599846,64.03852324,75.86624468,1,11.82772144,62.16617252,74.03107709,1,11.86490457,70
316,16,10,0.5,54.4940027,72.17699366,1,17.68299096,54.28964649,72.90880357,1,18.61915708,65.27924997,73.1433001,1,7.86405013,63.19606163,74.45285112,1,11.25678949,60.86773597,74.00066073,1,13.13292476,59.42496292,73.27222633,1,13.84726342,60.46452454,75.15223413,1,14.6877096,60.20793908,74.83707246,1,14.62913338,70
317,17,10,0.5,54.84116024,72.8968218,1,18.05566156,56.18411685,74.92348884,1,18.73937199,64.92683751,72.56142894,1,7.63459143,63.08067724,73.27565921,1,10.19498197,60.57153206,74.38708883,1,13.81555677,60.36733125,72.8079964,1,12.44066515,60.70335288,74.54912223,1,13.84576935,58.73802224,74.08113447,1,15.34311223,70
318,18,10,0.5,63.3038361,77.73680521,1,14.43296911,62.84168366,77.8893692,1,15.04768555,66.88617004,74.0616838,1,7.175513759,65.63604143,74.79782811,1,9.161786679,65.78172129,75.12970019,1,9.347978903,65.26104116,75.64620949,1,10.38516832,64.99159411,75.33189811,1,10.34030399,65.8718196,76.16721646,1,10.29539686,70
319,19,10,0.5,59.37695263,75.56964063,1,16.192688,59.62506255,74.85440686,1,15.22934431,65.73352438,73.25149449,1,7.517970111,64.11655317,73.56105933,1,9.444506159,62.33020182,74.52381803,1,12.19361621,63.58372498,74.29780086,1,10.71407587,62.65963349,75.00355686,1,12.34392337,62.51046675,74.89406889,1,12.38360213,70
320,20,10,0.5,58.31879992,81.20408081,1,22.88528089,60.87072375,87.42032446,1,26.5496007,65.88047333,74.0958228,1,8.215349467,65.26760701,75.63175545,1,10.36414844,62.40918309,77.12393072,1,14.71474763,61.27877509,77.85603525,1,16.57726015,64.28998384,79.19671607,1,14.90673223,62.67938874,79.22047952,1,16.54109079,70
321,21,10,0.5,60.15075042,71.71874233,1,11.56799192,60.12047837,71.44470093,1,11.32422256,65.04372192,71.44867261,1,6.404950691,64.00781556,71.36676321,1,7.358947652,63.16684379,71.74701431,1,8.580170516,62.95192798,71.25878795,1,8.306859969,62.59820589,71.44137323,1,8.843167346,62.20320571,71.69746437,1,9.494258661,70
322,22,10,0.5,60.91719196,78.17067369,1,17.25348173,62.439517,78.98467661,1,16.54515961,66.56898471,73.82008679,1,7.251102083,65.86514596,74.64105237,1,8.775906406,64.98448328,75.06583304,1,10.08134976,64.65814747,75.63817299,1,10.98002551,64.88556586,76.09470905,1,11.20914319,63.8972198,75.93606128,1,12.03884149,70
323,23,10,0.5,60.89706027,78.16577826,1,17.26871799,60.81140276,77.77654149,1,16.96513873,65.98905397,73.60962835,1,7.620574383,65.08284519,75.4315249,1,10.34867971,63.68758104,76.35684006,1,12.66925902,63.71785425,76.82103979,1,13.10318554,63.6353653,76.83407933,1,13.19871403,63.1560832,76.82423924,1,13.66815604,70
324,24,10,0.5,62.9852822,75.89506059,1,12.90977839,61.9266083,75.24669622,1,13.32008792,66.36629328,73.22617789,1,6.859884616,64.79348465,74.23202672,1,9.438542076,65.13565126,74.85605752,1,9.720406258,64.70217061,73.92871086,1,9.226540242,64.70057866,74.68698822,1,9.986409554,64.27282436,74.92676922,1,10.65394486,70
325,25,10,0.5,55.88013778,73.14326008,1,17.2631223,55.27398496,72.52687773,1,17.25289277,64.62429141,72.03484894,1,7.410557533,63.27798219,72.30327803,1,9.025295841,61.5497808,72.40288809,1,10.85310729,61.51779593,71.92898174,1,10.4111858,60.60334369,72.57402033,1,11.97067663,59.74997676,72.47200964,1,12.72203288,70
326,26,10,0.5,59.34016547,76.51539005,1,17.17522457,59.55110339,76.88647307,1,17.33536969,65.55857331,73.23336791,1,7.674794602,64.44535953,74.16793823,1,9.722578694,62.99421778,74.70489466,1,11.71067689,62.897061,74.36976142,1,11.47270042,63.39915518,75.85831365,1,12.45915848,60.69588554,75.39871558,1,14.70283004,70
327,27,10,0.5,60.15518036,74.21017049,1,14.05499013,59.06031771,73.33920258,1,14.27888487,65.83841282,72.96430588,1,7.125893053,64.21154943,73.25716475,1,9.045615316,64.21908453,73.95271775,1,9.733633224,63.55206649,73.88342267,1,10.33135618,63.48053612,73.79962188,1,10.31908576,62.70417308,73.79590077,1,11.09172769,70
328,28,10,0.5,58.30344079,78.12506757,1,19.82162678,59.73333688,80.81982333,1,21.08648645,65.57208008,73.86763313,1,8.29555305,63.74715006,74.30344384,1,10.55629379,63.10698437,75.44590141,1,12.33891704,60.39309947,77.14967651,1,16.75657704,62.443706,76.14698235,1,13.70327635,61.25733016,76.56663363,1,15.30930347,70
329,29,10,0.5,61.73980461,77.6957033,1,15.95589869,58.62403982,75.59529827,1,16.97125844,66.64303956,73.49205631,1,6.84901675,65.92554684,73.60320697,1,7.67766013,65.70205713,73.9987047,1,8.296647568,64.87001135,75.01293581,1,10.14292446,64.96124282,75.08183423,1,10.12059141,64.84274294,75.42699752,1,10.58425458,70
330,30,10,0.5,63.06779824,77.64508476,1,14.57728652,62.16796807,76.70069205,1,14.53272399,66.17042264,73.66658214,1,7.496159498,66.2574443,74.55284956,1,8.295405259,65.59388146,75.41335605,1,9.81947459,64.66798225,75.19991937,1,10.53193712,65.27796508,76.01341633,1,10.73545125,65.27575034,75.60215831,1,10.32640797,70
331,31,10,0.5,61.58997926,74.47734015,1,12.88736088,62.28395448,74.25923796,1,11.97528348,65.69746224,72.79992568,1,7.102463431,64.46163236,73.35426844,1,8.892636084,64.1190127,73.35763,1,9.238617306,64.04281084,72.66141928,1,8.618608438,63.65452114,73.11496757,1,9.460446422,63.75616771,73.48256542,1,9.726397709,70
332,32,10,0.5,60.77654349,78.20210742,1,17.42556393,58.5236991,76.21205133,1,17.68835224,66.38800941,73.45884276,1,7.070833346,65.23455163,74.1596433,1,8.925091669,65.1976812,74.97541587,1,9.777734673,64.56890695,74.98746205,1,10.4185551,64.41746836,75.61035979,1,11.19289143,64.05112589,75.20134102,1,11.15021513,70
