"","trial","N.pop","skew","lb.tdist","ub.tdist","cover.tdist","width.tdist","lb.bca.exp","ub.bca.exp","cover.bca.exp","width.bca.exp","lb.bayes.sdprior","ub.bayes.sdprior","cover.bayes.sdprior","width.bayes.sdprior"
"71",71,7,-0.9,58.6484944259029,82.8294482223206,1,24.1809537964177,58.4708836667065,82.6260530509247,1,24.1551693842182,63.5317537657006,80.3963036633295,1,16.864549897629
"72",72,7,-0.9,68.3006236915025,91.727151510836,1,23.4265278193335,63.2691087252765,88.2189821228682,1,24.9498733975917,73.0681790473561,90.801235052358,1,17.7330560050019
"73",73,7,-0.9,61.2209302880709,85.5277099491826,1,24.3067796611117,59.5440894380982,83.5977877934363,1,24.0536983553381,66.4598493057894,83.3073216294039,1,16.8474723236145
"74",74,7,-0.9,69.0835015930607,92.1774442081295,1,23.0939426150688,62.9803425110907,87.9044790917191,1,24.9241365806284,73.841391870148,90.7941707783433,1,16.9527789081954
"75",75,7,-0.9,56.395700981599,88.2532703957734,1,31.8575694141745,57.8853763370672,90.1309546724694,1,32.2455783354022,65.0267695158997,87.0686861677312,1,22.0419166518315
"76",76,7,-0.9,64.2366320094369,98.5523106670386,1,34.3156786576017,60.5366588985341,95.294391639039,1,34.7577327405049,73.6997201728687,96.0193953581443,1,22.3196751852756
"77",77,7,-0.9,68.1937796778408,88.0776530220159,1,19.8838733441751,61.3879013555215,83.7086941082552,1,22.3207927527337,71.8525532662614,86.112565071485,1,14.2600118052236
"78",78,7,-0.9,54.2691977876921,91.4283186783995,1,37.1591208907075,41.8072889608685,85.6620644063197,1,43.8547754454512,65.2111972925184,90.6935461137508,1,25.4823488212324
"79",79,7,-0.9,56.0783945950714,90.1974267838049,1,34.1190321887335,53.2768691464565,87.842697546418,1,34.5658283999615,65.3923869986591,88.5148433893158,1,23.1224563906567
"80",80,7,-0.9,61.5159710906936,89.549385801435,1,28.0334147107414,62.3078424875821,89.6550437579572,1,27.347201270375,68.1354012734583,88.5099895227307,1,20.3745882492724
"81",81,7,-0.9,52.6868597579247,83.443304173798,1,30.7564444158733,54.0433701921265,85.0084578027171,1,30.9650876105906,60.0396907664608,82.0230481297119,1,21.9833573632511
