"","trial","N.pop","skew","lb.tdist","ub.tdist","cover.tdist","width.tdist","lb.bca.exp","ub.bca.exp","cover.bca.exp","width.bca.exp","lb.bayes.sdprior5","ub.bayes.sdprior5","cover.bayes.sdprior5","width.bayes.sdprior5"
"21",21,10,-0.9,55.4707446496763,72.4732804064287,1,17.0025357567523,55.5697740588973,73.1564168033091,1,17.5866427444118,57.4808300798156,71.2698071788359,1,13.7889770990202
"22",22,10,-0.9,47.2882542141451,73.3207991032176,1,26.0325448890725,41.2472764786223,69.7486975908183,1,28.501421112196,51.0996260237576,70.710838066647,1,19.6112120428894
"23",23,10,-0.9,57.8530575950404,74.1974444049606,1,16.3443868099202,57.5403097568217,73.8577179675423,1,16.3174082107206,59.236111146394,72.9445506746175,1,13.7084395282235
"24",24,10,-0.9,56.1002253947174,77.1731850834771,1,21.0729596887597,55.0663421784782,75.4997925631651,1,20.4334503846869,58.1241653931577,75.6258259300247,1,17.501660536867
"25",25,10,-0.9,62.8353095455961,78.330631819462,1,15.4953222738659,62.208873448401,77.2587740118401,1,15.0499005634391,64.0172706199488,76.9354692953188,1,12.91819867537
"26",26,10,-0.9,57.1235875484542,76.013941145461,1,18.8903535970068,55.4539945186348,75.076705504726,1,19.6227109860912,59.3574531843941,74.9380183607306,1,15.5805651763364
"27",27,10,-0.9,50.1482504943654,75.1558343326554,1,25.00758383829,45.6807311775842,74.1197244719218,1,28.4389932943376,53.9241498259389,73.5083502327429,1,19.584200406804
"28",28,10,-0.9,61.4998832825809,77.3697930149822,1,15.8699097324012,58.829187932446,75.4310928161312,1,16.6019048836853,62.7977844431944,75.7175311452369,1,12.9197467020425
"29",29,10,-0.9,56.0872134094594,79.2071993515503,1,23.1199859420909,54.7533507112555,77.6612841965113,1,22.9079334852558,58.703072205931,76.6436616290951,1,17.9405894231641
"30",30,10,-0.9,57.1497537834163,76.0001838908679,1,18.8504301074516,54.5179872511123,73.7481656087376,1,19.2301783576253,58.7258459376423,74.4451390344021,1,15.7192930967598
"31",31,10,-0.9,59.012203713051,74.7876451701712,1,15.7754414571202,57.569063562895,73.6303930318966,1,16.0613294690016,60.6382079417944,73.4673184895617,1,12.8291105477672
"32",32,10,-0.9,45.3576570263115,71.844291197753,1,26.4866341714415,47.1160920549585,72.4498668244445,1,25.333774769486,49.6437750780279,69.9038554337146,1,20.2600803556867
"33",33,10,-0.9,46.532750402435,77.7227457048754,1,31.1899953024405,38.566984606537,74.3505776506014,1,35.7835930440644,52.2514086050302,74.7198253043528,1,22.4684166993226
"34",34,10,-0.9,60.1719895285196,77.2708111691008,1,17.0988216405812,57.0728387063727,75.8020664180716,1,18.7292277116989,61.7013348228818,75.6971095642731,1,13.9957747413912
"35",35,10,-0.9,59.5073226251646,74.6497414563018,1,15.1424188311371,57.3167918579964,73.6139944570087,1,16.2972025990124,60.6135033774368,73.6610078428153,1,13.0475044653785
"36",36,10,-0.9,52.9378532205937,76.3753878621024,1,23.4375346415086,52.0451579821194,75.1702592787249,1,23.1251012966055,56.1201971203965,73.8421940756563,1,17.7219969552598
"37",37,10,-0.9,66.162634508087,83.1461439682989,1,16.983509460212,62.3819957554986,80.6634803380282,1,18.2814845825295,67.4652736452148,81.3262634916638,1,13.860989846449
"38",38,10,-0.9,56.6184252354654,74.5347824479824,1,17.916357212517,52.3087295190276,72.8803579226703,1,20.5716284036427,58.618080179971,73.0150932868146,1,14.3970131068437
"39",39,10,-0.9,61.2429642212951,78.1553381532522,1,16.9123739319571,59.51782264993,76.4960653793323,1,16.9782427294023,62.5653701770038,77.3793952732428,1,14.814025096239
"40",40,10,-0.9,61.7537279753943,79.079301468071,1,17.3255734926767,61.2946110114667,78.4647564950747,1,17.170145483608,62.7840611496646,77.1786423578905,1,14.3945812082259
"41",41,10,-0.9,63.58010581031,72.8905898446157,1,9.31048403430577,64.018452428375,72.8259008224804,1,8.80744839410541,64.3199787794121,72.3391118583975,1,8.01913307898549
"42",42,10,-0.9,58.8123909923806,75.8231128825354,1,17.0107218901548,59.0369811295676,75.6041810859105,1,16.5671999563429,60.4666073206849,74.8123185991333,1,14.3457112784484
"43",43,10,-0.9,61.2958117437792,77.6383184663198,1,16.3425067225406,61.3321981871194,77.7609044582489,1,16.4287062711295,62.6535646737756,76.2385749253655,1,13.5850102515898
"44",44,10,-0.9,61.4285605665214,74.0625101658195,1,12.6339495992981,58.0434104469836,71.9947564256008,1,13.9513459786173,62.2954577294184,73.0647326785981,1,10.7692749491797
"45",45,10,-0.9,54.9236387125137,79.4727601716349,1,24.5491214591212,40.0037370759213,75.2145811859394,1,35.2108441100182,58.252964706407,76.9784830019161,1,18.7255182955091
"46",46,10,-0.9,62.8612638292581,79.1627161062227,1,16.3014522769647,61.2967227903899,77.7527790325141,1,16.4560562421242,64.1207453952943,77.5247134234679,1,13.4039680281736
"47",47,10,-0.9,60.2810759733404,76.640550167196,1,16.3594741938555,59.0154106170885,74.6591891899167,1,15.6437785728281,61.4672677628326,74.9250407585058,1,13.4577729956732
"48",48,10,-0.9,49.9524837292516,68.9742694591188,1,19.0217857298672,48.4938280612756,67.561335582,0,19.0675075207244,52.2771546732523,67.9259146565112,0,15.6487599832589
"49",49,10,-0.9,53.4807682570355,76.3766849053853,1,22.8959166483498,52.32160774799,75.337809207356,1,23.016201459366,56.3322957018516,74.1733360792637,1,17.8410403774121
"50",50,10,-0.9,55.3768555461322,74.4476912916533,1,19.0708357455211,55.7613583089528,75.4547405343418,1,19.693382225389,57.5197954240857,73.3310884166618,1,15.8112929925761
"51",51,10,-0.9,54.7646374944364,76.4951964593606,1,21.7305589649243,53.960994757995,74.5889400591957,1,20.6279453012007,57.0061964743374,75.5792631856347,1,18.5730667112972
"52",52,10,-0.9,62.3373544331761,76.3128501956918,1,13.9754957625156,61.3470080625162,75.5810570858749,1,14.2340490233588,63.6803229620664,74.8794827158773,1,11.1991597538109
"53",53,10,-0.9,61.3784408027679,78.7119511127444,1,17.3335103099766,54.8145295043141,76.0256291525877,1,21.2110996482736,62.7837474697552,77.6566210117154,1,14.8728735419602
"54",54,10,-0.9,62.320377320472,75.0294619307703,1,12.7090846102983,61.9041674323193,74.7704415154858,1,12.8662740831665,63.2815657975673,74.1225113681951,1,10.8409455706278
"55",55,10,-0.9,60.7412849693565,76.154248740711,1,15.4129637713545,59.9910162845896,74.8399903255829,1,14.8489740409932,62.1031777670239,74.8921658838725,1,12.7889881168486
"56",56,10,-0.9,67.5211495288292,76.8364964901872,1,9.31534696135796,66.814266317126,76.0704162301609,1,9.25614991303487,68.3237758111876,76.1485621220971,0,7.82478631090957
"57",57,10,-0.9,59.6409738867306,77.9738106959244,1,18.3328368091938,56.6935601419215,76.2763697190125,1,19.582809577091,61.029581411723,76.4495602816017,1,15.4199788698786
"58",58,10,-0.9,59.2045078488778,77.2457078506544,1,18.0412000017766,58.576429487277,76.4797235458676,1,17.9032940585906,60.7400835992572,75.2598143874917,1,14.5197307882345
"59",59,10,-0.9,60.789945961919,75.7062724698908,1,14.9163265079718,59.8366951680325,75.4267116429532,1,15.5900164749207,62.2311378582335,74.7702076678966,1,12.5390698096631
"60",60,10,-0.9,53.9434250206115,72.8283716996642,1,18.8849466790527,53.2011552774089,71.6419538514344,1,18.4407985740254,56.2373934761742,71.184333415573,1,14.9469399393988
"61",61,10,-0.9,66.4753089278966,79.2004977355701,1,12.7251888076735,64.9770549332304,77.8896249435903,1,12.9125700103599,67.2168438786028,78.0971254037791,1,10.8802815251763
"62",62,10,-0.9,54.9219247988969,73.2790533225655,1,18.3571285236686,54.3770192943695,72.9775433820721,1,18.6005240877026,56.4942336678951,71.7731029296211,1,15.278869261726
"63",63,10,-0.9,63.4230990129626,77.002047475964,1,13.5789484630015,62.3959776383096,75.7170863552772,1,13.3211087169676,64.3588957288163,75.6417630107577,1,11.2828672819415
"64",64,10,-0.9,47.2114609255793,75.2107542982616,1,27.9992933726823,44.3867939662774,72.3521650338682,1,27.9653710675908,51.8141188809096,72.6547740226187,1,20.8406551417091
"65",65,10,-0.9,56.4767250650725,74.7027014524363,1,18.2259763873638,56.2832332318106,73.5280413311816,1,17.244808099371,58.1997891774928,73.4908623797965,1,15.2910732023037
"66",66,10,-0.9,60.9214836839301,76.0132679948755,1,15.0917843109455,60.7571052312044,75.383033773202,1,14.6259285419975,62.5411270932449,74.8478370364027,1,12.3067099431578
"67",67,10,-0.9,47.7261024297861,70.0134885026665,1,22.2873860728803,47.8682767155333,70.6097125886702,1,22.7414358731368,51.2816275324373,68.0369522012807,1,16.7553246688433
"68",68,10,-0.9,58.7044998772312,69.9232597236888,1,11.2187598464576,58.7480175427988,70.726053381008,1,11.9780358382092,59.7028124634491,69.5001786023542,1,9.79736613890511
"69",69,10,-0.9,61.4826900816721,77.2380709667469,1,15.7553808850748,60.633203913128,76.2851747235025,1,15.6519708103744,62.8029672113783,76.3750612737235,1,13.5720940623451
"70",70,10,-0.9,62.2325802042538,76.8165294265153,1,14.5839492222615,60.8505135072084,75.5179552412545,1,14.6674417340461,63.3193489626547,75.9245962804536,1,12.6052473177989
"71",71,10,-0.9,59.9211373687646,82.1172298566187,1,22.1960924878541,57.512198326841,80.414489409277,1,22.9022910824359,62.2009898762634,79.3573007276772,1,17.1563108514139
"72",72,10,-0.9,68.8220967893784,76.9008155727931,0,8.07871878341467,68.5715487849308,76.1952647934774,0,7.62371600854657,69.2992584346043,76.5453198437016,0,7.24606140909731
"73",73,10,-0.9,60.3267882729122,76.1315963453768,1,15.8048080724646,58.8780417300657,75.0333348483822,1,16.1552931183164,61.7064708138254,74.4564704723563,1,12.749999658531
"74",74,10,-0.9,53.8960131393035,75.4208638171149,1,21.5248506778114,49.6277718953034,73.3241297055885,1,23.6963578102851,56.871215229693,73.730680758528,1,16.859465528835
"75",75,10,-0.9,55.7697092243007,78.3415342216217,1,22.571824997321,55.7527498180965,77.4205952181173,1,21.6678454000207,58.2731988710483,76.2346294326577,1,17.9614305616094
"76",76,10,-0.9,63.248931867933,74.6315875402582,1,11.3826556723252,64.2244858472279,76.3078437472543,1,12.0833579000265,64.0718903166027,73.5837088614077,1,9.51181854480502
"77",77,10,-0.9,54.5013514299313,74.9719136032044,1,20.4705621732731,53.4625162465012,73.4477979990738,1,19.9852817525725,56.5788409851141,73.5591077985484,1,16.9802668134343
"78",78,10,-0.9,60.7246022554704,74.7830381273857,1,14.0584358719153,59.627842618956,73.64484125985,1,14.016998640894,62.0302438343937,74.3808581533791,1,12.3506143189854
"79",79,10,-0.9,58.1667918144129,84.2416984645176,1,26.0749066501047,54.7345587114158,81.2805954370193,1,26.5460367256035,61.3163322796026,80.6926580444935,1,19.3763257648909
"80",80,10,-0.9,59.4773682992135,72.2956842489928,1,12.8183159497793,60.2696647272444,72.9812667077489,1,12.7116019805045,60.7264530306415,71.2682322540846,1,10.5417792234431
