"","trial","N.pop","skew","lb.tdist","ub.tdist","cover.tdist","width.tdist","lb.bca.exp","ub.bca.exp","cover.bca.exp","width.bca.exp","lb.bayes.sdprior5","ub.bayes.sdprior5","cover.bayes.sdprior5","width.bayes.sdprior5"
"81",81,10,-0.9,66.7629378892054,78.9984665971994,1,12.235528707994,66.5550278331247,78.2969865587052,1,11.7419587255805,67.8414799993844,78.2507869750026,1,10.4093069756182
"82",82,10,-0.9,59.7445246268368,76.8942584758879,1,17.1497338490511,58.1759076211204,75.3528985714445,1,17.1769909503241,61.6725266501294,75.3998766318966,1,13.7273499817672
"83",83,10,-0.9,55.5346230386061,78.984786627653,1,23.4501635890469,48.2140976689878,75.4916451032639,1,27.2775474342762,58.9960572247483,76.2462920181881,1,17.2502347934398
"84",84,10,-0.9,48.8896152090562,75.6131087317944,1,26.7234935227382,49.5997327239383,76.5098356947743,1,26.910102970836,52.7840452197637,73.5188154118379,1,20.7347701920742
"85",85,10,-0.9,53.9282319704962,71.4104384477488,1,17.4822064772527,54.4638261523721,73.083983377666,1,18.620157225294,56.166456521056,70.4914126649953,1,14.3249561439393
"86",86,10,-0.9,63.3505373685824,72.2204259479611,1,8.86988857937868,63.2338616816975,72.065652110848,1,8.83179042915045,63.9360144729994,71.6938424247833,1,7.75782795178392
"87",87,10,-0.9,56.3172923569456,78.2605131389912,1,21.9432207820456,52.8396203891949,76.2105769125847,1,23.3709565233898,59.2080457480411,75.6884360251874,1,16.4803902771463
"88",88,10,-0.9,67.8693431349538,80.8868867633136,1,13.0175436283598,64.2558763166289,78.4877194207448,1,14.2318431041159,68.8562453647872,79.7709663473511,0,10.9147209825639
"89",89,10,-0.9,63.5539399401641,75.5399096492318,1,11.9859697090677,64.6604328166433,76.4435436614446,1,11.7831108448013,64.7260357018823,74.570654236771,1,9.84461853488872
"90",90,10,-0.9,53.1500165449097,72.3928421711126,1,19.2428256262029,52.1305000610584,72.6687466599938,1,20.5382465989354,55.7417366611205,70.9188552696907,1,15.1771186085702
"91",91,10,-0.9,55.1147491159225,77.9758992152117,1,22.8611500992891,51.236057978348,75.0826947170046,1,23.8466367386567,57.8125668308707,76.219483936093,1,18.4069171052224
"92",92,10,-0.9,62.0196760843051,76.8283366797522,1,14.8086605954471,62.4518501670347,76.2975139310868,1,13.8456637640521,63.5724722725605,75.7603492611402,1,12.1878769885797
"93",93,10,-0.9,57.2684312300677,79.7594771638745,1,22.4910459338068,55.4362441499288,78.4847499230337,1,23.0485057731049,59.6654414558821,77.5635466586559,1,17.8981052027739
"94",94,10,-0.9,60.7383789411412,77.0495429083221,1,16.3111639671809,58.8125770713267,74.313750585702,1,15.5011735143753,62.1942937344856,76.2234673440605,1,14.0291736095749
"95",95,10,-0.9,62.0071957068614,74.5015188840217,1,12.4943231771603,60.8122478637106,73.7676084379177,1,12.955360574207,62.9510504606623,73.7638508372879,1,10.8128003766256
"96",96,10,-0.9,53.1624468835969,69.4380623465939,1,16.275615462997,53.5259723941244,68.9521979911254,1,15.426225597001,55.1144509660086,68.4129757512959,1,13.2985247852874
"97",97,10,-0.9,49.0085298276187,68.5168760908789,1,19.5083462632602,47.3684932262525,67.3089590295475,0,19.940465803295,51.7500579275002,67.9480429971017,0,16.1979850696015
"98",98,10,-0.9,60.2288648046656,73.8515290677613,1,13.6226642630957,56.6401983741611,71.810029662722,1,15.1698312885609,61.6068327818216,72.6116892649206,1,11.0048564830989
"99",99,10,-0.9,61.8140174879766,75.5693960718932,1,13.7553785839166,62.0725507757943,75.7024034449046,1,13.6298526691104,63.0227904032515,74.3299074512511,1,11.3071170479996
"100",100,10,-0.9,59.6867149925712,78.4519735992517,1,18.7652586066805,56.7723746381642,76.3476893136986,1,19.5753146755344,61.8828725734951,76.2622630896046,1,14.3793905161095
"101",1,10,-0.5,60.5279652456158,74.7371077081986,1,14.2091424625828,61.2730994531347,74.3477745824398,1,13.0746751293051,61.7812357779438,73.7606260153738,1,11.97939023743
"102",2,10,-0.5,54.1691592929025,71.9060708585886,1,17.7369115656861,54.124896882118,72.9445353491629,1,18.8196384670449,56.716916933296,70.8100154267693,1,14.0930984934733
"103",3,10,-0.5,65.7330036892875,77.5334242712032,1,11.8004205819157,63.7476593113281,76.8729678961637,1,13.1253085848356,66.792058412219,76.5218728253521,1,9.7298144131331
"104",4,10,-0.5,61.8784988524747,78.4451921222492,1,16.5666932697745,61.1947572469714,77.9924563448742,1,16.7976990979028,63.1905660087333,77.1596395007213,1,13.9690734919879
